asof0,asof1,cp,K,T,price0_pde,delta0_pde,price0_bsm,delta0_bsm,S0,S1,T1,price1_pde,price1_bsm,pnl_pde,pnl_bsm,m,T_bucket,m_bucket,pair
2025-09-16,2025-09-17,C,6535.0,0.005479452054794521,79.62700427326803,0.8513946772993154,86.55000000000746,0.7926563499155769,6606.76,6600.35,0.0136986301369863,134.78057062067293,103.60229784888452,5.757439881488485,5.38092720295873,0.9885862535833415,<1.0%,0.98-1.00,2025-09-16→2025-09-17
2025-09-16,2025-09-17,P,6535.0,0.005479452054794521,4.219120997545987,-0.14860532270057294,11.150000000006457,-0.20832695374511784,6606.76,6600.35,0.0136986301369863,61.470659080094144,29.12874638158928,1.4974398814893484,1.1146242264938242,0.9885862535833415,<1.0%,0.98-1.00,2025-09-16→2025-09-17
2025-09-16,2025-09-17,C,6540.0,0.005479452054794521,75.24884519189409,0.8406737553815721,82.2500003301493,0.7801271509637069,6606.76,6600.35,0.0136986301369863,132.29780213731226,99.43542592351605,5.888718771995754,5.500615037677248,0.9893426317421659,<1.0%,0.98-1.00,2025-09-16→2025-09-17
2025-09-16,2025-09-17,P,6540.0,0.005479452054794521,4.8381708807638715,-0.15932624461842462,11.849999649269193,-0.22083926321646064,6606.76,6600.35,0.0136986301369863,63.981800381325684,29.95993843769611,1.578718771995921,1.1844203227825192,0.9893426317421659,<1.0%,0.98-1.00,2025-09-16→2025-09-17
2025-09-16,2025-09-17,C,6545.0,0.005479452054794521,70.8763980735778,0.8210644762438432,78.04999999517077,0.7664261279242073,6606.76,6600.35,0.0136986301369863,129.96354216111467,95.39702905821832,7.1630232927229205,6.812791479994063,0.9900990099009901,<1.0%,0.98-1.00,2025-09-16→2025-09-17
2025-09-16,2025-09-17,P,6545.0,0.005479452054794521,5.462932727041844,-0.1789355237561556,12.649999995713415,-0.23452088965629245,6606.76,6600.35,0.0136986301369863,66.6414501897106,30.919648991148733,1.553023292723068,1.1967210973031988,0.9900990099009901,<1.0%,0.98-1.00,2025-09-16→2025-09-17
2025-09-16,2025-09-17,C,6550.0,0.005479452054794521,66.65380214504253,0.7954402547872099,73.94999999997162,0.7516004201497941,6606.76,6600.35,0.0136986301369863,121.30223443983087,91.47682906497994,5.7987720331859025,5.517758693160074,0.9908553880598144,<1.0%,0.98-1.00,2025-09-16→2025-09-17
2025-09-16,2025-09-17,P,6550.0,0.005479452054794521,6.237545763100121,-0.20455974521271592,13.499999999971351,-0.24895809870058708,6606.76,6600.35,0.0136986301369863,62.97405225302187,31.906918467092055,1.5387720331865222,1.2541785873292746,0.9908553880598144,<1.0%,0.98-1.00,2025-09-16→2025-09-17
2025-09-16,2025-09-17,C,6555.0,0.005479452054794521,62.553599473079885,0.7720464054892056,69.80000001775716,0.7367388877260342,6606.76,6600.35,0.0136986301369863,119.00195397190556,87.39811643230496,5.798817459185704,5.57249627032378,0.9916117662186387,<1.0%,0.98-1.00,2025-09-16→2025-09-17
2025-09-16,2025-09-17,P,6555.0,0.005479452054794521,7.134552055732051,-0.22795359451072633,14.500000013335011,-0.26485683043718566,6606.76,6600.35,0.0136986301369863,65.66768156969152,33.095361027861145,1.438817459186276,1.202267716897677,0.9916117662186387,<1.0%,0.98-1.00,2025-09-16→2025-09-17
2025-09-16,2025-09-17,C,6560.0,0.005479452054794521,58.45283095215895,0.7591521115677364,65.85000000014043,0.7200675140844753,6606.76,6600.35,0.0136986301369863,117.11486750517896,83.60383234560686,5.766165035149085,5.515632765281388,0.992368144377463,<1.0%,0.98-1.00,2025-09-16→2025-09-17
2025-09-16,2025-09-17,P,6560.0,0.005479452054794521,8.030992499408077,-0.24084788843214194,15.50000000011596,-0.28113488203698295,6606.76,6600.35,0.0136986301369863,68.77450488754656,34.20885544917337,1.4561650351500053,1.1979254061429803,0.992368144377463,<1.0%,0.98-1.00,2025-09-16→2025-09-17
