asof,timestamp,cp,K,T,bid,ask,mid,S,expiry,symbol
20250910,2025-09-10 15:59:59,C,6460.0,0.005479452054794521,79.1,81.2,80.15,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,P,6460.0,0.005479452054794521,6.9,7.2,7.050000000000001,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,C,6465.0,0.005479452054794521,71.9,79.9,75.9,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,P,6465.0,0.005479452054794521,7.4,7.8,7.6,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,C,6470.0,0.005479452054794521,70.3,72.2,71.25,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,P,6470.0,0.005479452054794521,8.0,8.4,8.2,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,C,6475.0,0.005479452054794521,63.7,68.0,65.85,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,P,6475.0,0.005479452054794521,8.7,9.0,8.85,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,C,6480.0,0.005479452054794521,61.7,63.6,62.650000000000006,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,P,6480.0,0.005479452054794521,9.4,9.8,9.600000000000001,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,C,6485.0,0.005479452054794521,55.2,59.6,57.400000000000006,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,P,6485.0,0.005479452054794521,10.2,10.6,10.399999999999999,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,C,6490.0,0.005479452054794521,53.4,55.4,54.4,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,P,6490.0,0.005479452054794521,11.1,11.5,11.3,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,C,6495.0,0.005479452054794521,49.4,51.4,50.4,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,P,6495.0,0.005479452054794521,12.1,12.4,12.25,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,C,6500.0,0.005479452054794521,45.4,49.1,47.25,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,P,6500.0,0.005479452054794521,13.2,13.5,13.35,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,C,6505.0,0.005479452054794521,42.3,42.8,42.55,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,P,6505.0,0.005479452054794521,14.3,14.6,14.45,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,C,6510.0,0.005479452054794521,38.6,39.1,38.85,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,P,6510.0,0.005479452054794521,15.6,15.9,15.75,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,C,6515.0,0.005479452054794521,35.0,35.5,35.25,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,P,6515.0,0.005479452054794521,17.0,17.3,17.15,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,C,6520.0,0.005479452054794521,31.5,32.0,31.75,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,P,6520.0,0.005479452054794521,18.5,18.8,18.65,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,C,6525.0,0.005479452054794521,28.2,28.6,28.4,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,P,6525.0,0.005479452054794521,20.2,20.5,20.35,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,C,6530.0,0.005479452054794521,25.1,25.5,25.3,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,P,6530.0,0.005479452054794521,22.0,22.4,22.2,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,C,6535.0,0.005479452054794521,22.1,22.6,22.35,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,P,6535.0,0.005479452054794521,24.1,24.4,24.25,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,C,6540.0,0.005479452054794521,19.4,19.8,19.6,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,P,6540.0,0.005479452054794521,26.3,26.7,26.5,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,C,6545.0,0.005479452054794521,16.9,17.2,17.049999999999997,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,P,6545.0,0.005479452054794521,28.7,29.2,28.95,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,C,6550.0,0.005479452054794521,14.5,14.9,14.7,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,P,6550.0,0.005479452054794521,31.3,31.8,31.55,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,C,6555.0,0.005479452054794521,12.4,12.8,12.600000000000001,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,P,6555.0,0.005479452054794521,34.2,34.7,34.45,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,C,6560.0,0.005479452054794521,10.5,10.9,10.7,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,P,6560.0,0.005479452054794521,36.5,38.6,37.55,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,C,6565.0,0.005479452054794521,8.8,9.2,9.0,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,P,6565.0,0.005479452054794521,39.8,41.9,40.849999999999994,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,C,6570.0,0.005479452054794521,7.3,7.7,7.5,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,P,6570.0,0.005479452054794521,43.3,45.4,44.349999999999994,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,C,6575.0,0.005479452054794521,6.1,6.4,6.25,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,P,6575.0,0.005479452054794521,47.0,49.1,48.05,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,C,6580.0,0.005479452054794521,5.0,5.3,5.15,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,P,6580.0,0.005479452054794521,50.9,53.0,51.95,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,C,6585.0,0.005479452054794521,4.1,4.4,4.25,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,P,6585.0,0.005479452054794521,55.0,57.0,56.0,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,C,6590.0,0.005479452054794521,3.3,3.6,3.45,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,P,6590.0,0.005479452054794521,56.5,63.8,60.15,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,C,6595.0,0.005479452054794521,2.65,2.85,2.75,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,P,6595.0,0.005479452054794521,60.7,68.3,64.5,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,C,6600.0,0.005479452054794521,2.15,2.3,2.2249999999999996,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,P,6600.0,0.005479452054794521,68.4,69.7,69.05000000000001,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,C,6605.0,0.005479452054794521,1.6,1.85,1.725,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,P,6605.0,0.005479452054794521,68.1,78.1,73.1,6532.04,2025-09-12,SPX
20250910,2025-09-10 15:59:59,C,6460.0,0.0136986301369863,82.3,87.1,84.69999999999999,6532.04,2025-09-15,SPX
20250910,2025-09-10 15:59:59,P,6460.0,0.0136986301369863,10.3,10.6,10.45,6532.04,2025-09-15,SPX
20250910,2025-09-10 15:59:59,C,6465.0,0.0136986301369863,78.0,79.3,78.65,6532.04,2025-09-15,SPX
20250910,2025-09-10 15:59:59,P,6465.0,0.0136986301369863,11.0,11.3,11.15,6532.04,2025-09-15,SPX
20250910,2025-09-10 15:59:59,C,6470.0,0.0136986301369863,73.8,75.1,74.44999999999999,6532.04,2025-09-15,SPX
20250910,2025-09-10 15:59:59,P,6470.0,0.0136986301369863,11.7,12.1,11.899999999999999,6532.04,2025-09-15,SPX
20250910,2025-09-10 15:59:59,C,6475.0,0.0136986301369863,69.5,70.8,70.15,6532.04,2025-09-15,SPX
20250910,2025-09-10 15:59:59,P,6475.0,0.0136986301369863,12.5,12.9,12.7,6532.04,2025-09-15,SPX
20250910,2025-09-10 15:59:59,C,6480.0,0.0136986301369863,65.4,66.7,66.05000000000001,6532.04,2025-09-15,SPX
20250910,2025-09-10 15:59:59,P,6480.0,0.0136986301369863,13.4,13.8,13.600000000000001,6532.04,2025-09-15,SPX
20250910,2025-09-10 15:59:59,C,6485.0,0.0136986301369863,61.5,62.8,62.15,6532.04,2025-09-15,SPX
20250910,2025-09-10 15:59:59,P,6485.0,0.0136986301369863,14.3,14.7,14.5,6532.04,2025-09-15,SPX
20250910,2025-09-10 15:59:59,C,6490.0,0.0136986301369863,57.5,58.8,58.15,6532.04,2025-09-15,SPX
20250910,2025-09-10 15:59:59,P,6490.0,0.0136986301369863,15.3,15.8,15.55,6532.04,2025-09-15,SPX
20250910,2025-09-10 15:59:59,C,6495.0,0.0136986301369863,53.8,54.4,54.099999999999994,6532.04,2025-09-15,SPX
20250910,2025-09-10 15:59:59,P,6495.0,0.0136986301369863,16.4,16.9,16.65,6532.04,2025-09-15,SPX
20250910,2025-09-10 15:59:59,C,6500.0,0.0136986301369863,50.0,50.6,50.3,6532.04,2025-09-15,SPX
20250910,2025-09-10 15:59:59,P,6500.0,0.0136986301369863,17.7,18.1,17.9,6532.04,2025-09-15,SPX
20250910,2025-09-10 15:59:59,C,6505.0,0.0136986301369863,46.3,46.9,46.599999999999994,6532.04,2025-09-15,SPX
20250910,2025-09-10 15:59:59,P,6505.0,0.0136986301369863,18.9,19.4,19.15,6532.04,2025-09-15,SPX
20250910,2025-09-10 15:59:59,C,6510.0,0.0136986301369863,42.7,43.3,43.0,6532.04,2025-09-15,SPX
20250910,2025-09-10 15:59:59,P,6510.0,0.0136986301369863,20.4,20.8,20.6,6532.04,2025-09-15,SPX
