asof,timestamp,cp,K,T,bid,ask,mid,S,expiry,symbol
20251002,2025-10-02 15:59:59,C,6645.0,0.010958904109589041,77.7,81.8,79.75,6715.35,2025-10-06,SPX
20251002,2025-10-02 15:59:59,P,6645.0,0.010958904109589041,6.8,7.1,6.949999999999999,6715.35,2025-10-06,SPX
20251002,2025-10-02 15:59:59,C,6650.0,0.010958904109589041,73.2,77.3,75.25,6715.35,2025-10-06,SPX
20251002,2025-10-02 15:59:59,P,6650.0,0.010958904109589041,7.3,7.6,7.449999999999999,6715.35,2025-10-06,SPX
20251002,2025-10-02 15:59:59,C,6655.0,0.010958904109589041,68.7,72.8,70.75,6715.35,2025-10-06,SPX
20251002,2025-10-02 15:59:59,P,6655.0,0.010958904109589041,7.8,8.2,8.0,6715.35,2025-10-06,SPX
20251002,2025-10-02 15:59:59,C,6660.0,0.010958904109589041,64.3,68.4,66.35,6715.35,2025-10-06,SPX
20251002,2025-10-02 15:59:59,P,6660.0,0.010958904109589041,8.3,8.8,8.55,6715.35,2025-10-06,SPX
20251002,2025-10-02 15:59:59,C,6665.0,0.010958904109589041,60.0,64.1,62.05,6715.35,2025-10-06,SPX
20251002,2025-10-02 15:59:59,P,6665.0,0.010958904109589041,9.0,9.5,9.25,6715.35,2025-10-06,SPX
20251002,2025-10-02 15:59:59,C,6670.0,0.010958904109589041,55.7,59.8,57.75,6715.35,2025-10-06,SPX
20251002,2025-10-02 15:59:59,P,6670.0,0.010958904109589041,9.7,10.2,9.95,6715.35,2025-10-06,SPX
20251002,2025-10-02 15:59:59,C,6675.0,0.010958904109589041,51.6,55.6,53.6,6715.35,2025-10-06,SPX
20251002,2025-10-02 15:59:59,P,6675.0,0.010958904109589041,10.5,11.0,10.75,6715.35,2025-10-06,SPX
20251002,2025-10-02 15:59:59,C,6680.0,0.010958904109589041,47.5,51.5,49.5,6715.35,2025-10-06,SPX
20251002,2025-10-02 15:59:59,P,6680.0,0.010958904109589041,11.4,11.9,11.65,6715.35,2025-10-06,SPX
20251002,2025-10-02 15:59:59,C,6685.0,0.010958904109589041,43.5,47.5,45.5,6715.35,2025-10-06,SPX
20251002,2025-10-02 15:59:59,P,6685.0,0.010958904109589041,12.4,12.8,12.600000000000001,6715.35,2025-10-06,SPX
20251002,2025-10-02 15:59:59,C,6690.0,0.010958904109589041,41.2,41.8,41.5,6715.35,2025-10-06,SPX
20251002,2025-10-02 15:59:59,P,6690.0,0.010958904109589041,13.5,14.0,13.75,6715.35,2025-10-06,SPX
20251002,2025-10-02 15:59:59,C,6695.0,0.010958904109589041,37.5,38.0,37.75,6715.35,2025-10-06,SPX
20251002,2025-10-02 15:59:59,P,6695.0,0.010958904109589041,14.7,15.2,14.95,6715.35,2025-10-06,SPX
20251002,2025-10-02 15:59:59,C,6700.0,0.010958904109589041,33.8,34.4,34.099999999999994,6715.35,2025-10-06,SPX
20251002,2025-10-02 15:59:59,P,6700.0,0.010958904109589041,16.1,16.6,16.35,6715.35,2025-10-06,SPX
20251002,2025-10-02 15:59:59,C,6705.0,0.010958904109589041,30.4,30.9,30.65,6715.35,2025-10-06,SPX
20251002,2025-10-02 15:59:59,P,6705.0,0.010958904109589041,17.6,18.1,17.85,6715.35,2025-10-06,SPX
20251002,2025-10-02 15:59:59,C,6710.0,0.010958904109589041,27.0,27.6,27.3,6715.35,2025-10-06,SPX
20251002,2025-10-02 15:59:59,P,6710.0,0.010958904109589041,19.3,19.8,19.55,6715.35,2025-10-06,SPX
20251002,2025-10-02 15:59:59,C,6715.0,0.010958904109589041,23.9,24.4,24.15,6715.35,2025-10-06,SPX
20251002,2025-10-02 15:59:59,P,6715.0,0.010958904109589041,21.1,21.6,21.35,6715.35,2025-10-06,SPX
20251002,2025-10-02 15:59:59,C,6720.0,0.010958904109589041,21.0,21.5,21.25,6715.35,2025-10-06,SPX
20251002,2025-10-02 15:59:59,P,6720.0,0.010958904109589041,23.1,23.7,23.4,6715.35,2025-10-06,SPX
20251002,2025-10-02 15:59:59,C,6725.0,0.010958904109589041,18.2,18.7,18.45,6715.35,2025-10-06,SPX
20251002,2025-10-02 15:59:59,P,6725.0,0.010958904109589041,25.4,25.9,25.65,6715.35,2025-10-06,SPX
20251002,2025-10-02 15:59:59,C,6730.0,0.010958904109589041,15.6,16.1,15.850000000000001,6715.35,2025-10-06,SPX
20251002,2025-10-02 15:59:59,P,6730.0,0.010958904109589041,27.8,28.4,28.1,6715.35,2025-10-06,SPX
20251002,2025-10-02 15:59:59,C,6735.0,0.010958904109589041,13.3,13.7,13.5,6715.35,2025-10-06,SPX
20251002,2025-10-02 15:59:59,P,6735.0,0.010958904109589041,30.5,31.1,30.8,6715.35,2025-10-06,SPX
20251002,2025-10-02 15:59:59,C,6740.0,0.010958904109589041,11.2,11.7,11.45,6715.35,2025-10-06,SPX
20251002,2025-10-02 15:59:59,P,6740.0,0.010958904109589041,33.4,33.9,33.65,6715.35,2025-10-06,SPX
20251002,2025-10-02 15:59:59,C,6745.0,0.010958904109589041,9.3,9.8,9.55,6715.35,2025-10-06,SPX
20251002,2025-10-02 15:59:59,P,6745.0,0.010958904109589041,34.7,38.7,36.7,6715.35,2025-10-06,SPX
20251002,2025-10-02 15:59:59,C,6750.0,0.010958904109589041,7.7,8.1,7.9,6715.35,2025-10-06,SPX
20251002,2025-10-02 15:59:59,P,6750.0,0.010958904109589041,38.0,42.1,40.05,6715.35,2025-10-06,SPX
20251002,2025-10-02 15:59:59,C,6755.0,0.010958904109589041,6.2,6.6,6.4,6715.35,2025-10-06,SPX
20251002,2025-10-02 15:59:59,P,6755.0,0.010958904109589041,41.6,45.5,43.55,6715.35,2025-10-06,SPX
