asof,timestamp,cp,K,T,bid,ask,mid,S,expiry,symbol
20250924,2025-09-24 15:59:59,C,6565.0,0.005479452054794521,80.0,84.1,82.05,6637.97,2025-09-26,SPX
20250924,2025-09-24 15:59:59,P,6565.0,0.005479452054794521,3.8,4.1,3.9499999999999997,6637.97,2025-09-26,SPX
20250924,2025-09-24 15:59:59,C,6570.0,0.005479452054794521,75.5,79.6,77.55,6637.97,2025-09-26,SPX
20250924,2025-09-24 15:59:59,P,6570.0,0.005479452054794521,4.3,4.6,4.449999999999999,6637.97,2025-09-26,SPX
20250924,2025-09-24 15:59:59,C,6575.0,0.005479452054794521,71.0,75.1,73.05,6637.97,2025-09-26,SPX
20250924,2025-09-24 15:59:59,P,6575.0,0.005479452054794521,4.8,5.1,4.949999999999999,6637.97,2025-09-26,SPX
20250924,2025-09-24 15:59:59,C,6580.0,0.005479452054794521,66.6,70.7,68.65,6637.97,2025-09-26,SPX
20250924,2025-09-24 15:59:59,P,6580.0,0.005479452054794521,5.4,5.7,5.550000000000001,6637.97,2025-09-26,SPX
20250924,2025-09-24 15:59:59,C,6585.0,0.005479452054794521,62.2,66.3,64.25,6637.97,2025-09-26,SPX
20250924,2025-09-24 15:59:59,P,6585.0,0.005479452054794521,6.0,6.3,6.15,6637.97,2025-09-26,SPX
20250924,2025-09-24 15:59:59,C,6590.0,0.005479452054794521,57.9,62.1,60.0,6637.97,2025-09-26,SPX
20250924,2025-09-24 15:59:59,P,6590.0,0.005479452054794521,6.7,7.0,6.85,6637.97,2025-09-26,SPX
20250924,2025-09-24 15:59:59,C,6595.0,0.005479452054794521,53.8,57.8,55.8,6637.97,2025-09-26,SPX
20250924,2025-09-24 15:59:59,P,6595.0,0.005479452054794521,7.5,7.8,7.65,6637.97,2025-09-26,SPX
20250924,2025-09-24 15:59:59,C,6600.0,0.005479452054794521,49.6,53.8,51.7,6637.97,2025-09-26,SPX
20250924,2025-09-24 15:59:59,P,6600.0,0.005479452054794521,8.4,8.7,8.55,6637.97,2025-09-26,SPX
20250924,2025-09-24 15:59:59,C,6605.0,0.005479452054794521,45.7,49.7,47.7,6637.97,2025-09-26,SPX
20250924,2025-09-24 15:59:59,P,6605.0,0.005479452054794521,9.4,9.7,9.55,6637.97,2025-09-26,SPX
20250924,2025-09-24 15:59:59,C,6610.0,0.005479452054794521,41.8,45.9,43.849999999999994,6637.97,2025-09-26,SPX
20250924,2025-09-24 15:59:59,P,6610.0,0.005479452054794521,10.4,10.8,10.600000000000001,6637.97,2025-09-26,SPX
20250924,2025-09-24 15:59:59,C,6615.0,0.005479452054794521,40.1,40.6,40.35,6637.97,2025-09-26,SPX
20250924,2025-09-24 15:59:59,P,6615.0,0.005479452054794521,11.7,12.0,11.85,6637.97,2025-09-26,SPX
20250924,2025-09-24 15:59:59,C,6620.0,0.005479452054794521,36.5,36.9,36.7,6637.97,2025-09-26,SPX
20250924,2025-09-24 15:59:59,P,6620.0,0.005479452054794521,13.0,13.4,13.2,6637.97,2025-09-26,SPX
20250924,2025-09-24 15:59:59,C,6625.0,0.005479452054794521,32.9,33.4,33.15,6637.97,2025-09-26,SPX
20250924,2025-09-24 15:59:59,P,6625.0,0.005479452054794521,14.5,14.9,14.7,6637.97,2025-09-26,SPX
20250924,2025-09-24 15:59:59,C,6630.0,0.005479452054794521,29.6,30.1,29.85,6637.97,2025-09-26,SPX
20250924,2025-09-24 15:59:59,P,6630.0,0.005479452054794521,16.1,16.5,16.3,6637.97,2025-09-26,SPX
20250924,2025-09-24 15:59:59,C,6635.0,0.005479452054794521,26.4,26.9,26.65,6637.97,2025-09-26,SPX
20250924,2025-09-24 15:59:59,P,6635.0,0.005479452054794521,17.9,18.4,18.15,6637.97,2025-09-26,SPX
20250924,2025-09-24 15:59:59,C,6640.0,0.005479452054794521,23.4,23.8,23.6,6637.97,2025-09-26,SPX
20250924,2025-09-24 15:59:59,P,6640.0,0.005479452054794521,19.9,20.3,20.1,6637.97,2025-09-26,SPX
20250924,2025-09-24 15:59:59,C,6645.0,0.005479452054794521,20.6,21.0,20.8,6637.97,2025-09-26,SPX
20250924,2025-09-24 15:59:59,P,6645.0,0.005479452054794521,22.1,22.5,22.3,6637.97,2025-09-26,SPX
20250924,2025-09-24 15:59:59,C,6650.0,0.005479452054794521,18.0,18.4,18.2,6637.97,2025-09-26,SPX
20250924,2025-09-24 15:59:59,P,6650.0,0.005479452054794521,24.4,24.9,24.65,6637.97,2025-09-26,SPX
20250924,2025-09-24 15:59:59,C,6655.0,0.005479452054794521,15.5,15.9,15.7,6637.97,2025-09-26,SPX
20250924,2025-09-24 15:59:59,P,6655.0,0.005479452054794521,27.0,27.4,27.2,6637.97,2025-09-26,SPX
20250924,2025-09-24 15:59:59,C,6660.0,0.005479452054794521,13.3,13.6,13.45,6637.97,2025-09-26,SPX
20250924,2025-09-24 15:59:59,P,6660.0,0.005479452054794521,29.7,30.2,29.95,6637.97,2025-09-26,SPX
20250924,2025-09-24 15:59:59,C,6665.0,0.005479452054794521,11.2,11.6,11.399999999999999,6637.97,2025-09-26,SPX
20250924,2025-09-24 15:59:59,P,6665.0,0.005479452054794521,32.7,33.1,32.900000000000006,6637.97,2025-09-26,SPX
20250924,2025-09-24 15:59:59,C,6670.0,0.005479452054794521,9.4,9.7,9.55,6637.97,2025-09-26,SPX
20250924,2025-09-24 15:59:59,P,6670.0,0.005479452054794521,34.3,38.5,36.4,6637.97,2025-09-26,SPX
20250924,2025-09-24 15:59:59,C,6675.0,0.005479452054794521,7.8,8.1,7.949999999999999,6637.97,2025-09-26,SPX
20250924,2025-09-24 15:59:59,P,6675.0,0.005479452054794521,37.8,41.8,39.8,6637.97,2025-09-26,SPX
20250924,2025-09-24 15:59:59,C,6680.0,0.005479452054794521,6.4,6.7,6.550000000000001,6637.97,2025-09-26,SPX
