T,F,q
0.010958904109589041,6609.8,-0.0701576784983317
0.0136986301369863,6609.55,-0.05336503881062262
0.01643835616438356,6611.5,-0.06241573402715457
0.019178082191780823,6612.35,-0.06020245700376429
0.021917808219178082,6614.2,-0.06544030437442701
0.030136986301369864,6614.6,-0.0495995897941464
0.03287671232876712,6615.35,-0.048914905344527394
0.03561643835616438,6616.15,-0.04854738163592659
0.038356164383561646,6616.7,-0.047246937131477616
0.0410958904109589,6619.3,-0.0536569278866935
0.049315068493150684,6619.2,-0.044407761022850434
0.052054794520547946,6620.0,-0.04439216448091037
