T,F,q
0.005479452054794521,6451.5,-0.0916761261347536
0.0136986301369863,6452.1,-0.04345925358350182
0.01643835616438356,6452.75,-0.042344231605907036
0.019178082191780823,6453.4,-0.04154725824337351
0.021917808219178082,6454.3,-0.042716332282877
0.024657534246575342,6456.65,-0.05273359660034199
0.03287671232876712,6455.95,-0.03625238497445481
0.03561643835616438,6456.45,-0.03563815550652646
0.038356164383561646,6457.35,-0.03672655921022991
0.0410958904109589,6457.9,-0.0363506073001606
0.043835616438356165,6460.3,-0.0425551075639982
0.052054794520547946,6460.75,-0.03717396586666917
