cp,K,T,mid,price_pde,delta_pde,price_err,rq,F_T
P,6715.0,0.021917808219178,60.0,66.66685397534324,-0.7137543625610314,6.666853975343244,-0.06355194663502502,6679.15
C,6720.0,0.021917808219178,21.700000000000003,28.365082793672553,0.2765149464270653,6.66508279367255,-0.06355194663502502,6679.15
P,6720.0,0.021917808219178,63.0,69.27202319777042,-0.72348505357293,6.272023197770423,-0.06355194663502502,6679.15
C,6725.0,0.021917808219178,19.7,26.123426015841222,0.23219375728736136,6.423426015841223,-0.06355194663502502,6679.15
P,6725.0,0.021917808219178,66.0,72.03733586964451,-0.7678062427126418,6.037335869644508,-0.06355194663502502,6679.15
C,6730.0,0.021917808219178,17.85,24.038889899959734,0.22132769232636093,6.188889899959733,-0.06355194663502502,6679.15
P,6730.0,0.021917808219178,69.0,74.95976920346928,-0.7786723076736581,5.959769203469278,-0.06355194663502502,6679.15
C,6735.0,0.021917808219178,15.15,22.060397268517807,0.21086072036804734,6.910397268517807,-0.06355194663502502,6679.15
P,6735.0,0.021917808219178,72.0,77.98824602173231,-0.7891392796319522,5.988246021732309,-0.06355194663502502,6679.15
C,6740.0,0.021917808219178,14.55,20.033981507990045,0.20107190373154957,5.483981507990045,-0.06355194663502502,6679.15
P,6740.0,0.021917808219178,75.0,80.96879971090961,-0.7989280962684384,5.968799710909607,-0.06355194663502502,6679.15
C,6745.0,0.021917808219178,13.05,18.084885317000044,0.19117673110566885,5.034885317000043,-0.06355194663502502,6679.15
P,6745.0,0.021917808219178,78.0,84.02667296962532,-0.8088232688943211,6.026672969625324,-0.06355194663502502,6679.15
C,6750.0,0.021917808219178,11.6,16.316829960752916,0.15437410120348918,4.716829960752916,-0.06355194663502502,6679.15
P,6750.0,0.021917808219178,84.0,87.26558706308235,-0.845625898796505,3.26558706308235,-0.06355194663502502,6679.15
C,6755.0,0.021917808219178,10.35,14.705123990313023,0.14472111140492303,4.355123990313023,-0.06355194663502502,6679.15
P,6755.0,0.021917808219178,87.0,90.66085054235025,-0.8552788885950997,3.6608505423502464,-0.06355194663502502,6679.15
C,6760.0,0.021917808219178,9.15,13.179718408937067,0.13550633188943564,4.029718408937066,-0.06355194663502502,6679.15
P,6760.0,0.021917808219178,90.0,94.14241441067894,-0.8644936681105736,4.1424144106789385,-0.06355194663502502,6679.15
C,6615.0,0.0246575342465753,91.5,94.85832489502273,0.6198687969724477,3.358324895022733,-0.05284760470902385,6679.75
P,6615.0,0.0246575342465753,26.700000000000003,30.02389471425528,-0.3801312030275676,3.323894714255278,-0.05284760470902385,6679.75
C,6620.0,0.0246575342465753,87.0,91.50707377298112,0.6127757242730351,4.507073772981116,-0.05284760470902385,6679.75
P,6620.0,0.0246575342465753,27.95,31.67916329729343,-0.38722427572696383,3.7291632972934323,-0.05284760470902385,6679.75
C,6625.0,0.0246575342465753,84.0,88.09647846933571,0.606562710133562,4.0964784693357075,-0.05284760470902385,6679.75
P,6625.0,0.0246575342465753,29.0,33.27508769872639,-0.39343728986643894,4.275087698726388,-0.05284760470902385,6679.75
C,6630.0,0.0246575342465753,81.0,84.7847233296875,0.5610137592846766,3.7847233296874947,-0.05284760470902385,6679.75
P,6630.0,0.0246575342465753,30.2,34.96985226415793,-0.43898624071532216,4.7698522641579295,-0.05284760470902385,6679.75
C,6635.0,0.0246575342465753,75.0,81.65959096426703,0.5524595233186935,6.659590964267025,-0.05284760470902385,6679.75
P,6635.0,0.0246575342465753,31.5,36.851239603815785,-0.4475404766813206,5.351239603815785,-0.05284760470902385,6679.75
C,6640.0,0.0246575342465753,72.0,78.6093047574477,0.5440246001368864,6.609304757447703,-0.05284760470902385,6679.75
P,6640.0,0.0246575342465753,32.900000000000006,38.80747310207588,-0.45597539986310326,5.907473102075876,-0.05284760470902385,6679.75
C,6645.0,0.0246575342465753,69.0,75.4789081139646,0.5369913809581505,6.478908113964593,-0.05284760470902385,6679.75
P,6645.0,0.0246575342465753,34.3,40.68359616367086,-0.4630086190418417,6.383596163670866,-0.05284760470902385,6679.75
C,6650.0,0.0246575342465753,65.6,72.3595303903956,0.5301535749997179,6.759530390395611,-0.05284760470902385,6679.75
P,6650.0,0.0246575342465753,35.8,42.57073814518118,-0.46984642500025453,6.770738145181184,-0.05284760470902385,6679.75
C,6655.0,0.0246575342465753,55.2,69.4026199460506,0.4836865031973008,14.202619946050604,-0.05284760470902385,6679.75
P,6655.0,0.0246575342465753,37.35,44.62034740591451,-0.5163134968026941,7.270347405914507,-0.05284760470902385,6679.75
C,6660.0,0.0246575342465753,57.7,66.57746300782419,0.4747561930708376,8.87746300782419,-0.05284760470902385,6679.75
P,6660.0,0.0246575342465753,39.05,46.80171017276606,-0.5252438069291756,7.75171017276606,-0.05284760470902385,6679.75
C,6665.0,0.0246575342465753,54.0,63.81543160150012,0.46638057327011917,9.815431601500123,-0.05284760470902385,6679.75
P,6665.0,0.0246575342465753,40.75,49.04619847152133,-0.5336194267298864,8.296198471521329,-0.05284760470902385,6679.75
C,6670.0,0.0246575342465753,51.35,60.95147249275171,0.4591847916336952,9.60147249275171,-0.05284760470902385,6679.75
P,6670.0,0.0246575342465753,42.55,51.18875906785178,-0.5408152083663302,8.63875906785178,-0.05284760470902385,6679.75
C,6675.0,0.0246575342465753,48.65,58.14433537728569,0.4519440551785987,9.494335377285694,-0.05284760470902385,6679.75
P,6675.0,0.0246575342465753,44.400000000000006,53.38814165746468,-0.5480559448213973,8.988141657464674,-0.05284760470902385,6679.75
C,6680.0,0.0246575342465753,46.15,55.55409485989661,0.40630059250731304,9.40409485989661,-0.05284760470902385,6679.75
P,6680.0,0.0246575342465753,46.4,55.804420845154,-0.5936994074926772,9.404420845154,-0.05284760470902385,6679.75
C,6685.0,0.0246575342465753,43.15,53.057910797890344,0.3974504573213946,9.907910797890345,-0.05284760470902385,6679.75
P,6685.0,0.0246575342465753,47.9,58.31475648822685,-0.6025495426786003,10.41475648822685,-0.05284760470902385,6679.75
C,6690.0,0.0246575342465753,40.400000000000006,50.56571410886394,0.38946398285150147,10.165714108863938,-0.05284760470902385,6679.75
P,6690.0,0.0246575342465753,50.6,60.829079504279086,-0.6105360171485049,10.229079504279085,-0.05284760470902385,6679.75
C,6695.0,0.0246575342465753,37.6,48.0299244795241,0.3820830911093724,10.429924479524097,-0.05284760470902385,6679.75
P,6695.0,0.0246575342465753,53.35,63.299809580018106,-0.6179169088906304,9.949809580018105,-0.05284760470902385,6679.75
C,6700.0,0.0246575342465753,35.05,45.600971196351274,0.3405670767104887,10.550971196351277,-0.05284760470902385,6679.75
P,6700.0,0.0246575342465753,54.0,65.87737600192405,-0.6594329232895098,11.877376001924048,-0.05284760470902385,6679.75
C,6705.0,0.0246575342465753,32.5,43.3420368488826,0.3316150763047517,10.8420368488826,-0.05284760470902385,6679.75
P,6705.0,0.0246575342465753,56.35,68.62496135953396,-0.6683849236952365,12.274961359533954,-0.05284760470902385,6679.75
C,6710.0,0.0246575342465753,30.1,41.19719053996767,0.3232286218057888,11.09719053996767,-0.05284760470902385,6679.75
P,6710.0,0.0246575342465753,60.0,71.4866347556976,-0.6767713781942105,11.486634755697594,-0.05284760470902385,6679.75
