T,F,q
0.00821917808219178,6661.0,0.06135669260175745
0.010958904109589041,6661.6,0.03779840305706428
0.0136986301369863,6662.3,0.022568295611614417
0.01643835616438356,6662.9,0.013328571217496116
0.019178082191780823,6664.8,-0.0034425060770812586
0.0273972602739726,6665.6,-0.006790718071257162
0.030136986301369864,6665.4,-0.005177751284209234
0.03287671232876712,6667.55,-0.014555929123188949
0.03561643835616438,6668.4,-0.017015347565299085
0.038356164383561646,6670.35,-0.02342276174688787
0.04657534246575343,6670.7,-0.02041588709286497
0.049315068493150684,6671.5,-0.02171338738820913
