T,F,q
0.005479452054794521,6693.4,0.009542733145533295
0.00821917808219178,6694.0,-0.004543954984245438
0.010958904109589041,6695.95,-0.029985735573841366
0.019178082191780823,6696.6,-0.022196155455414625
0.021917808219178082,6696.45,-0.01839965074002424
0.024657534246575342,6698.55,-0.029071432838628748
0.0273972602739726,6699.35,-0.030523181625123543
0.030136986301369864,6701.4,-0.03790042465941796
0.038356164383561646,6701.7,-0.030946012485999534
0.0410958904109589,6702.4,-0.03142445591998082
0.043835616438356165,6703.2,-0.032183170162590584
0.04657534246575343,6703.85,-0.032371914709605376
