cp,K,T,m,mid,mid1,price0_pde,price1_pde,delta0_pde,price0_bsm,price1_bsm,delta0_bsm,pnl_pde,pnl_bsm,T_bucket,m_bucket
C,6650.0,0.01643835616438356,0.99588731056575,51.0,71.05000000000001,55.32953767426538,86.79063723543652,0.5278238980691821,255.1957577319463,247.59236209037545,0.5352876028301575,8.047284557906927,7.877559911642345,1.0-2.0%,0.98-1.00
P,6650.0,0.01643835616438356,0.99588731056575,24.25,11.1,27.82197890086851,26.680834599456706,-0.47217610193082626,227.7334279621732,195.5895070792394,-0.4630681216216443,-2.4127154420931145,-2.619830914323911,1.0-2.0%,0.98-1.00
C,6655.0,0.01643835616438356,0.9966360980173032,48.0,66.9,52.109427561596824,89.7744791434387,0.5090062718652424,229.61354270125958,223.94404832079545,0.5318374144660222,7.325197377784505,6.806017195042777,1.0-2.0%,0.98-1.00
P,6655.0,0.01643835616438356,0.9966360980173032,25.7,11.8,29.610103706416513,34.66549620472549,-0.49099372813473463,207.15121687549936,176.94119690449043,-0.4665183099859338,-2.7348026222162396,-3.2913736309199653,1.0-2.0%,0.98-1.00
C,6660.0,0.01643835616438356,0.9973848854688564,44.65,62.7,48.8612128791676,85.33645409564988,0.4886652467972399,201.2770614934998,197.78214917967807,0.5279757783333038,6.937752287830875,6.043830800700791,1.0-2.0%,0.98-1.00
P,6660.0,0.01643835616438356,0.9973848854688564,27.25,12.6,31.37012394220185,35.2282908541986,-0.5113347532027491,183.81473748605322,155.7792994191459,-0.47037994611878275,-3.0222477121695963,-3.9535600252589838,1.0-2.0%,0.98-1.00
C,6665.0,0.01643835616438356,0.9981336729204096,41.349999999999994,58.599999999999994,45.74575815167423,80.16539069517174,0.46191089534170665,168.87902413485608,167.91723448435278,0.5235075612229815,6.746146239929692,5.345438057789515,1.0-2.0%,0.98-1.00
P,6665.0,0.01643835616438356,0.9981336729204096,28.950000000000003,13.5,33.262904132923275,35.058047150990426,-0.5380891046582481,156.41669933936373,130.91438400360175,-0.4748481632291475,-3.213853760071558,-4.651952768169291,1.0-2.0%,0.98-1.00
C,6670.0,0.01643835616438356,0.9988824603719628,38.2,54.599999999999994,42.807023478655836,83.220963349758,0.43397233281198877,129.55674457356872,131.75220633614617,0.5180057471594913,6.531469151855461,4.620549309593272,1.0-2.0%,0.98-1.00
P,6670.0,0.01643835616438356,0.9988824603719628,30.65,14.5,35.33240437812134,43.114439502840604,-0.5660276671880056,122.09441596597753,99.7493523840867,-0.48034997729236384,-3.278530848144875,-5.226841516371749,1.0-2.0%,0.98-1.00
C,6675.0,0.01643835616438356,0.999631247823516,35.0,50.65,39.741570743915766,80.41932063175894,0.4201014137558966,73.39190102935709,80.36742572953563,0.5099938376691673,6.096893851191002,4.052740131403246,1.0-2.0%,0.98-1.00
P,6675.0,0.01643835616438356,0.999631247823516,32.55,15.6,37.275186561596364,45.313616482110085,-0.5798985862440968,70.92956947747871,53.36456911907453,-0.4883618867816207,-3.76310614880936,-5.844650694586049,1.0-2.0%,0.98-1.00
C,6680.0,0.01643835616438356,1.0003800352750691,32.05,46.85,36.730334817907064,75.5120517617342,0.39383486113445615,72.36367008877414,78.9071674556817,0.4992044737603888,5.844195257802557,3.4480902666888724,1.0-2.0%,1.00-1.02
P,6680.0,0.01643835616438356,1.0003800352750691,34.65,16.75,39.272185553803325,45.40716730935001,-0.6061651388654937,74.90133849732229,56.90431079716018,-0.4991512511126946,-4.115804742198804,-6.549300549697433,1.0-2.0%,1.00-1.02
C,6685.0,0.01643835616438356,1.0011288227266224,29.25,43.15,33.97660551064288,72.58867322312594,0.3655566590799039,122.96960725217559,124.57735799433249,0.499193330801704,5.587241572523062,2.548343657569358,1.0-2.0%,1.00-1.02
P,6685.0,0.01643835616438356,1.0011288227266224,36.85,18.05,41.52669116475436,47.48460846800592,-0.6344433409200455,130.50727534967973,107.57450103374458,-0.49916239411852187,-4.3727584274783045,-7.449047157744923,1.0-2.0%,1.00-1.02
C,6690.0,0.01643835616438356,1.0018776101781757,26.55,39.6,31.180047465790363,77.28953788810895,0.346590883507222,157.1838491802746,155.4971629705483,0.4991898616848272,5.168523309045848,1.6984225452871389,1.0-2.0%,1.00-1.02
P,6690.0,0.01643835616438356,1.0018776101781757,39.05,19.45,43.73836803811758,57.18629283025665,-0.6534091164927247,169.72152188433483,143.49431021894907,-0.4991658625471579,-4.741476690955581,-8.248968285677737,1.0-2.0%,1.00-1.02
C,6695.0,0.01643835616438356,1.0026263976297287,24.05,36.05,28.380327974926356,73.04502204454856,0.3242094091735296,184.58108324023397,180.24163413931728,0.4991880118601134,4.627478035394004,0.6484646103011258,1.0-2.0%,1.00-1.02
P,6695.0,0.01643835616438356,1.0026263976297287,42.0,20.95,45.946883465469114,57.94259668396308,-0.6757905908264551,202.11875470605355,173.2387802553808,-0.4991677125569067,-5.6825219646065595,-9.698926216456051,1.0-2.0%,1.00-1.02
C,6700.0,0.01643835616438356,1.003375185081282,21.65,32.7,25.731207314629337,67.9600716865978,0.2970740330485153,207.9681611967212,201.34607490057442,0.4991868178792604,4.2945364884768304,-0.301508238574268,1.0-2.0%,1.00-1.02
P,6700.0,0.01643835616438356,1.003375185081282,45.0,22.65,48.305997723386945,57.85846602327772,-0.7029259669514386,230.50582995376953,199.34321853699385,-0.4991689069426379,-6.365463511524441,-10.998899056124525,1.0-2.0%,1.00-1.02
C,6705.0,0.01643835616438356,1.0041239725328353,19.5,29.55,23.247090978840824,75.13415271047725,0.26987229948627567,228.6332853152453,219.9773880915286,0.49918596560142303,3.9131039096821505,-1.301488857776251,1.0-2.0%,1.00-1.02
