cp,K,T,F,df,mid,iv_parity
P,6610.0,0.0383561643835616,6682.8,1.0,35.6,0.12648657357069182
C,6615.0,0.0383561643835616,6682.8,1.0,105.0,0.12628483391399828
P,6615.0,0.0383561643835616,6682.8,1.0,37.0,0.12586553122141067
C,6620.0,0.0383561643835616,6682.8,1.0,102.0,0.12679955375898203
P,6620.0,0.0383561643835616,6682.8,1.0,38.0,0.12431358783123847
C,6625.0,0.0383561643835616,6682.8,1.0,96.0,0.1210341109597887
P,6625.0,0.0383561643835616,6682.8,1.0,39.349999999999994,0.12339693980029043
C,6630.0,0.0383561643835616,6682.8,1.0,93.0,0.12136529277411244
P,6630.0,0.0383561643835616,6682.8,1.0,40.75,0.12248290993390551
C,6635.0,0.0383561643835616,6682.8,1.0,90.0,0.12156832086745588
P,6635.0,0.0383561643835616,6682.8,1.0,41.95,0.12106532471056469
C,6640.0,0.0383561643835616,6682.8,1.0,87.0,0.12164670352773595
P,6640.0,0.0383561643835616,6682.8,1.0,43.25,0.1197525887964934
C,6645.0,0.0383561643835616,6682.8,1.0,84.0,0.12160320057843017
P,6645.0,0.0383561643835616,6682.8,1.0,44.8,0.11883492582495532
C,6650.0,0.0383561643835616,6682.8,1.0,86.05,0.1313299791758156
P,6650.0,0.0383561643835616,6682.8,1.0,46.3,0.1177103702023022
C,6655.0,0.0383561643835616,6682.8,1.0,75.0,0.11530613535732062
P,6655.0,0.0383561643835616,6682.8,1.0,48.0,0.11686761983248234
C,6660.0,0.0383561643835616,6682.8,1.0,72.0,0.11493977809367119
P,6660.0,0.0383561643835616,6682.8,1.0,49.85,0.11620116396920706
C,6665.0,0.0383561643835616,6682.8,1.0,69.0,0.11445013880932743
P,6665.0,0.0383561643835616,6682.8,1.0,51.5,0.11502956840255261
C,6670.0,0.0383561643835616,6682.8,1.0,73.5,0.12826305191672357
P,6670.0,0.0383561643835616,6682.8,1.0,53.150000000000006,0.11374079722421677
C,6675.0,0.0383561643835616,6682.8,1.0,70.45,0.1273946925018554
P,6675.0,0.0383561643835616,6682.8,1.0,55.0,0.11271568499878942
C,6680.0,0.0383561643835616,6682.8,1.0,59.7,0.11165883365092388
P,6680.0,0.0383561643835616,6682.8,1.0,56.9,0.11165883365092424
C,6685.0,0.0383561643835616,6682.8,1.0,56.75,0.11076148207950082
P,6685.0,0.0383561643835616,6682.8,1.0,58.95,0.11076148207950118
C,6690.0,0.0383561643835616,6682.8,1.0,53.8,0.10973763769065385
P,6690.0,0.0383561643835616,6682.8,1.0,61.1,0.10992930557144179
C,6695.0,0.0383561643835616,6682.8,1.0,51.0,0.10886210144970108
P,6695.0,0.0383561643835616,6682.8,1.0,63.0,0.10847798117584465
C,6700.0,0.0383561643835616,6682.8,1.0,48.65,0.10871501582177856
P,6700.0,0.0383561643835616,6682.8,1.0,58.4,0.09434423379259425
C,6705.0,0.0383561643835616,6682.8,1.0,45.6,0.10707751580108378
P,6705.0,0.0383561643835616,6682.8,1.0,69.0,0.10940033250560126
C,6710.0,0.0383561643835616,6682.8,1.0,43.1,0.10635745822683329
P,6710.0,0.0383561643835616,6682.8,1.0,69.0,0.10382374750876935
C,6715.0,0.0383561643835616,6682.8,1.0,40.6,0.10549049157543801
P,6715.0,0.0383561643835616,6682.8,1.0,72.0,0.10391935122656167
C,6720.0,0.0383561643835616,6682.8,1.0,38.5,0.10526323952393415
P,6720.0,0.0383561643835616,6682.8,1.0,75.0,0.10387621616044222
C,6725.0,0.0383561643835616,6682.8,1.0,36.2,0.10449286262476319
P,6725.0,0.0383561643835616,6682.8,1.0,78.0,0.10369186022719913
C,6730.0,0.0383561643835616,6682.8,1.0,33.7,0.10315996400808997
P,6730.0,0.0383561643835616,6682.8,1.0,81.0,0.10336273582736245
C,6740.0,0.0383561643835616,6682.8,1.0,29.549999999999997,0.10172760233346835
P,6740.0,0.0383561643835616,6682.8,1.0,89.9,0.10827442252788667
C,6750.0,0.0383561643835616,6682.8,1.0,26.0,0.10091487404552303
P,6750.0,0.0383561643835616,6682.8,1.0,93.0,0.10048137863931629
C,6760.0,0.0383561643835616,6682.8,1.0,22.299999999999997,0.09910498794633041
P,6760.0,0.0383561643835616,6682.8,1.0,99.0,0.09796831944106522
C,6770.0,0.0383561643835616,6682.8,1.0,19.15,0.09782355325651926
P,6770.0,0.0383561643835616,6682.8,1.0,108.9,0.10384377695399094
C,6605.0,0.0410958904109589,6683.2,1.0,118.65,0.13582757208099913
P,6605.0,0.0410958904109589,6683.2,1.0,38.85,0.1325573517711936
C,6610.0,0.0410958904109589,6683.2,1.0,114.0,0.13305567622491493
P,6610.0,0.0410958904109589,6683.2,1.0,40.05,0.1315375185721809
C,6615.0,0.0410958904109589,6683.2,1.0,108.0,0.1275235559614078
P,6615.0,0.0410958904109589,6683.2,1.0,41.3,0.130536263847311
C,6620.0,0.0410958904109589,6683.2,1.0,105.0,0.12796119279482077
P,6620.0,0.0410958904109589,6683.2,1.0,42.4,0.12915331800749216
C,6625.0,0.0410958904109589,6683.2,1.0,102.0,0.12828178278767596
P,6625.0,0.0410958904109589,6683.2,1.0,43.95,0.12857672793707858
C,6630.0,0.0410958904109589,6683.2,1.0,99.0,0.1284888756529932
P,6630.0,0.0410958904109589,6683.2,1.0,45.150000000000006,0.12722257105114412
C,6635.0,0.0410958904109589,6683.2,1.0,96.0,0.1285853932714817
P,6635.0,0.0410958904109589,6683.2,1.0,46.5,0.1260744654738401
C,6640.0,0.0410958904109589,6683.2,1.0,90.2,0.12320541133896203
P,6640.0,0.0410958904109589,6683.2,1.0,47.849999999999994,0.12483664192121482
C,6645.0,0.0410958904109589,6683.2,1.0,87.0,0.12274585565705497
P,6645.0,0.0410958904109589,6683.2,1.0,49.45,0.1239841013803009
C,6650.0,0.0410958904109589,6683.2,1.0,84.0,0.12255996068392357
P,6650.0,0.0410958904109589,6683.2,1.0,51.0,0.12293844569205133
C,6655.0,0.0410958904109589,6683.2,1.0,81.0,0.12226486499290959
P,6655.0,0.0410958904109589,6683.2,1.0,52.7,0.12207672222672201
C,6660.0,0.0410958904109589,6683.2,1.0,78.0,0.12186123391899877
P,6660.0,0.0410958904109589,6683.2,1.0,54.25,0.1208315680802867
C,6665.0,0.0410958904109589,6683.2,1.0,82.15,0.13467050734264616
P,6665.0,0.0410958904109589,6683.2,1.0,55.95,0.1197645203948233
C,6670.0,0.0410958904109589,6683.2,1.0,71.35,0.11952073371594531
P,6670.0,0.0410958904109589,6683.2,1.0,57.900000000000006,0.11905615556312503
C,6675.0,0.0410958904109589,6683.2,1.0,69.0,0.11999844036771322
P,6675.0,0.0410958904109589,6683.2,1.0,59.75,0.11805193328089729
C,6680.0,0.0410958904109589,6683.2,1.0,64.9,0.11711929574871316
P,6680.0,0.0410958904109589,6683.2,1.0,61.75,0.11721185073589052
C,6685.0,0.0410958904109589,6683.2,1.0,61.9,0.11616380953733849
P,6685.0,0.0410958904109589,6683.2,1.0,63.7,0.11616380953733815
C,6690.0,0.0410958904109589,6683.2,1.0,59.0,0.11528398240191914
P,6690.0,0.0410958904109589,6683.2,1.0,65.8,0.11528398240191845
C,6695.0,0.0410958904109589,6683.2,1.0,56.15,0.11437207775079754
P,6695.0,0.0410958904109589,6683.2,1.0,61.8,0.10296640349227408
C,6700.0,0.0410958904109589,6683.2,1.0,53.8,0.11426681564036546
P,6700.0,0.0410958904109589,6683.2,1.0,69.9,0.11296554353976325
C,6705.0,0.0410958904109589,6683.2,1.0,50.7,0.11264244132277604
P,6705.0,0.0410958904109589,6683.2,1.0,72.0,0.11170929313546434
C,6710.0,0.0410958904109589,6683.2,1.0,48.35,0.11228959676247993
P,6710.0,0.0410958904109589,6683.2,1.0,75.0,0.11200828672945715
C,6720.0,0.0410958904109589,6683.2,1.0,43.099999999999994,0.11016050596638308
P,6720.0,0.0410958904109589,6683.2,1.0,81.0,0.11225133716792218
C,6725.0,0.0410958904109589,6683.2,1.0,41.1,0.11008530059750853
P,6725.0,0.0410958904109589,6683.2,1.0,84.0,0.11219346339798027
C,6730.0,0.0410958904109589,6683.2,1.0,38.8,0.1093042632430429
P,6730.0,0.0410958904109589,6683.2,1.0,84.0,0.10619968478733323
C,6740.0,0.0410958904109589,6683.2,1.0,34.45,0.10780901247418681
P,6740.0,0.0410958904109589,6683.2,1.0,90.0,0.10532225572557176
C,6750.0,0.0410958904109589,6683.2,1.0,30.4,0.10633404630392057
P,6750.0,0.0410958904109589,6683.2,1.0,96.0,0.10387043087230192
C,6760.0,0.0410958904109589,6683.2,1.0,26.75,0.10508889231580154
P,6760.0,0.0410958904109589,6683.2,1.0,102.0,0.10178083406220256
C,6770.0,0.0410958904109589,6683.2,1.0,23.4,0.10388106788737804
P,6770.0,0.0410958904109589,6683.2,1.0,111.0,0.10564990453376708
C,6775.0,0.0410958904109589,6683.2,1.0,21.55,0.10264061703160351
P,6775.0,0.0410958904109589,6683.2,1.0,114.0,0.10411701732305674
C,6605.0,0.0438356164383561,6684.05,1.0,120.7,0.13443527898690041
P,6605.0,0.0438356164383561,6684.05,1.0,41.849999999999994,0.13482926051978641
C,6610.0,0.0438356164383561,6684.05,1.0,118.5,0.13651374624722107
P,6610.0,0.0438356164383561,6684.05,1.0,43.15,0.1339835438317815
C,6615.0,0.0438356164383561,6684.05,1.0,114.0,0.13402371410008318
P,6615.0,0.0438356164383561,6684.05,1.0,44.4,0.13296257472308834
C,6620.0,0.0438356164383561,6684.05,1.0,111.0,0.1343485682009863
P,6620.0,0.0438356164383561,6684.05,1.0,45.7,0.13196028991918535
C,6625.0,0.0438356164383561,6684.05,1.0,105.0,0.12888642094427258
P,6625.0,0.0438356164383561,6684.05,1.0,47.05,0.13097381083507845
C,6630.0,0.0438356164383561,6684.05,1.0,102.0,0.1290598188228245
P,6630.0,0.0438356164383561,6684.05,1.0,48.2,0.12953016107836743
C,6635.0,0.0438356164383561,6684.05,1.0,99.0,0.1291305045286417
P,6635.0,0.0438356164383561,6684.05,1.0,49.15,0.12763712528032514
C,6640.0,0.0438356164383561,6684.05,1.0,96.0,0.12910051067451606
P,6640.0,0.0438356164383561,6684.05,1.0,51.25,0.12780382129341727
C,6645.0,0.0438356164383561,6684.05,1.0,93.0,0.1289714315577217
P,6645.0,0.0438356164383561,6684.05,1.0,52.6,0.1264871144190304
C,6650.0,0.0438356164383561,6684.05,1.0,87.0,0.12325476832513406
P,6650.0,0.0438356164383561,6684.05,1.0,54.35,0.12581773360637857
C,6655.0,0.0438356164383561,6684.05,1.0,81.35,0.1181316387451947
P,6655.0,0.0438356164383561,6684.05,1.0,55.95,0.12478109231067992
C,6660.0,0.0438356164383561,6684.05,1.0,81.0,0.12256484631942662
P,6660.0,0.0438356164383561,6684.05,1.0,57.6,0.12374275788829228
C,6665.0,0.0438356164383561,6684.05,1.0,78.0,0.12206835274378283
P,6665.0,0.0438356164383561,6684.05,1.0,59.35,0.1227903645981686
C,6670.0,0.0438356164383561,6684.05,1.0,82.55,0.13505114780675714
P,6670.0,0.0438356164383561,6684.05,1.0,61.15,0.12183048193463591
C,6675.0,0.0438356164383561,6684.05,1.0,72.0,0.12077093477551747
P,6675.0,0.0438356164383561,6684.05,1.0,62.8,0.12050166870114305
C,6680.0,0.0438356164383561,6684.05,1.0,69.05,0.12005728621250611
P,6680.0,0.0438356164383561,6684.05,1.0,64.7,0.11951959834001213
C,6685.0,0.0438356164383561,6684.05,1.0,66.0,0.11905478322258733
P,6685.0,0.0438356164383561,6684.05,1.0,66.95,0.11905478322258767
C,6690.0,0.0438356164383561,6684.05,1.0,63.0,0.11804635285586938
P,6690.0,0.0438356164383561,6684.05,1.0,69.0,0.11813593632798224
C,6695.0,0.0438356164383561,6684.05,1.0,60.099999999999994,0.11710187243653221
P,6695.0,0.0438356164383561,6684.05,1.0,72.0,0.11880596031153977
C,6700.0,0.0438356164383561,6684.05,1.0,57.7,0.11694419111753514
P,6700.0,0.0438356164383561,6684.05,1.0,72.0,0.11397767967952287
C,6705.0,0.0438356164383561,6684.05,1.0,54.85,0.11586521782049511
P,6705.0,0.0438356164383561,6684.05,1.0,80.2,0.12379618504547103
C,6710.0,0.0438356164383561,6684.05,1.0,51.95,0.11457776969237937
P,6710.0,0.0438356164383561,6684.05,1.0,78.0,0.11475889666183484
C,6720.0,0.0438356164383561,6684.05,1.0,46.900000000000006,0.1130013509302005
P,6720.0,0.0438356164383561,6684.05,1.0,84.0,0.11510832168293686
C,6725.0,0.0438356164383561,6684.05,1.0,44.5,0.11225938299875322
P,6725.0,0.0438356164383561,6684.05,1.0,87.0,0.11512008439228613
C,6730.0,0.0438356164383561,6684.05,1.0,42.2,0.11157837064116055
P,6730.0,0.0438356164383561,6684.05,1.0,87.0,0.10943341747885169
C,6740.0,0.0438356164383561,6684.05,1.0,37.85,0.11030712291773206
P,6740.0,0.0438356164383561,6684.05,1.0,93.0,0.10878261195389287
C,6750.0,0.0438356164383561,6684.05,1.0,34.2,0.10987606650815022
P,6750.0,0.0438356164383561,6684.05,1.0,99.0,0.10762642995372527
C,6760.0,0.0438356164383561,6684.05,1.0,30.05,0.1079434125902433
P,6760.0,0.0438356164383561,6684.05,1.0,105.0,0.10592029279167704
C,6770.0,0.0438356164383561,6684.05,1.0,26.25,0.1061272422372847
P,6770.0,0.0438356164383561,6684.05,1.0,115.45,0.1128845003673746
C,6775.0,0.0438356164383561,6684.05,1.0,24.6,0.10552018520107481
P,6775.0,0.0438356164383561,6684.05,1.0,114.0,0.10217451681993824
C,6655.0,0.0465753424657534,6685.45,1.0,81.55,0.11352920207548495
C,6655.0,0.0465753424657534,6685.45,1.0,93.95,0.13543968375471888
P,6655.0,0.0465753424657534,6685.45,1.0,57.0,0.12396831735372114
P,6655.0,0.0465753424657534,6685.45,1.0,58.25,0.1261764935600893
C,6660.0,0.0465753424657534,6685.45,1.0,90.9,0.134923552469368
C,6660.0,0.0465753424657534,6685.45,1.0,90.45,0.13413339207084754
P,6660.0,0.0465753424657534,6685.45,1.0,58.599999999999994,0.12288615665007753
P,6660.0,0.0465753424657534,6685.45,1.0,59.95,0.12526019777883582
C,6665.0,0.0465753424657534,6685.45,1.0,88.15,0.1348468262336424
C,6665.0,0.0465753424657534,6685.45,1.0,83.4,0.12653210176794225
P,6665.0,0.0465753424657534,6685.45,1.0,60.3,0.1218904928475538
P,6665.0,0.0465753424657534,6685.45,1.0,61.650000000000006,0.12425536525398302
C,6670.0,0.0465753424657534,6685.45,1.0,85.55,0.13494297035297853
C,6670.0,0.0465753424657534,6685.45,1.0,80.19999999999999,0.12560499278979897
P,6670.0,0.0465753424657534,6685.45,1.0,62.099999999999994,0.12097787662312101
P,6670.0,0.0465753424657534,6685.45,1.0,63.55,0.12350985352586562
C,6675.0,0.0465753424657534,6685.45,1.0,82.45,0.13407873472434137
C,6675.0,0.0465753424657534,6685.45,1.0,80.35,0.13042163413459945
P,6675.0,0.0465753424657534,6685.45,1.0,63.95,0.12005813956416847
P,6675.0,0.0465753424657534,6685.45,1.0,65.25,0.12232267076939837
C,6680.0,0.0465753424657534,6685.45,1.0,79.4,0.13321477052965378
C,6680.0,0.0465753424657534,6685.45,1.0,77.45,0.1298238625878418
P,6680.0,0.0465753424657534,6685.45,1.0,65.8,0.11904209762406144
P,6680.0,0.0465753424657534,6685.45,1.0,67.15,0.12138980112763278
C,6685.0,0.0465753424657534,6685.45,1.0,69.5,0.12035392967499461
C,6685.0,0.0465753424657534,6685.45,1.0,70.9,0.1227868371252133
P,6685.0,0.0465753424657534,6685.45,1.0,67.7,0.11800791177656916
P,6685.0,0.0465753424657534,6685.45,1.0,69.05,0.12035392967499428
C,6690.0,0.0465753424657534,6685.45,1.0,66.5,0.11940562795286828
C,6690.0,0.0465753424657534,6685.45,1.0,67.9,0.12183809344681491
P,6690.0,0.0465753424657534,6685.45,1.0,69.75,0.11714688646877185
P,6690.0,0.0465753424657534,6685.45,1.0,71.25,0.11975312458235657
C,6695.0,0.0465753424657534,6685.45,1.0,63.599999999999994,0.11852360115573618
C,6695.0,0.0465753424657534,6685.45,1.0,65.05,0.1210449779309439
P,6695.0,0.0465753424657534,6685.45,1.0,71.85,0.1162629221551786
P,6695.0,0.0465753424657534,6685.45,1.0,73.35,0.11887138643288402
C,6700.0,0.0465753424657534,6685.45,1.0,60.75,0.11762522423590274
C,6700.0,0.0465753424657534,6685.45,1.0,62.2,0.12015086794405
P,6700.0,0.0465753424657534,6685.45,1.0,67.35,0.10377003052686343
P,6700.0,0.0465753424657534,6685.45,1.0,71.69999999999999,0.11135291906094175
C,6705.0,0.0465753424657534,6685.45,1.0,58.0,0.11679567118874395
C,6705.0,0.0465753424657534,6685.45,1.0,59.4,0.11924059212956827
P,6705.0,0.0465753424657534,6685.45,1.0,82.8,0.12596095325974224
P,6705.0,0.0465753424657534,6685.45,1.0,77.45,0.11662100850724338
C,6710.0,0.0465753424657534,6685.45,1.0,55.3,0.11594600895159952
C,6710.0,0.0465753424657534,6685.45,1.0,56.7,0.1183996496973775
P,6710.0,0.0465753424657534,6685.45,1.0,78.0,0.11270198781041904
P,6710.0,0.0465753424657534,6685.45,1.0,80.75,0.11752347205139052
C,6715.0,0.0465753424657534,6685.45,1.0,52.7,0.11516222278922959
C,6715.0,0.0465753424657534,6685.45,1.0,54.1,0.1176270153109427
P,6715.0,0.0465753424657534,6685.45,1.0,81.0,0.11296012010475777
P,6715.0,0.0465753424657534,6685.45,1.0,82.05000000000001,0.11480997703276129
C,6720.0,0.0465753424657534,6685.45,1.0,50.15,0.11435508347154401
C,6720.0,0.0465753424657534,6685.45,1.0,51.5,0.1167451413552731
P,6720.0,0.0465753424657534,6685.45,1.0,77.4,0.10138932506716344
P,6720.0,0.0465753424657534,6685.45,1.0,85.6,0.1159486884285378
C,6725.0,0.0465753424657534,6685.45,1.0,47.65,0.11352258578083256
C,6725.0,0.0465753424657534,6685.45,1.0,49.0,0.1159285694267982
P,6725.0,0.0465753424657534,6685.45,1.0,80.15,0.1009049530360814
P,6725.0,0.0465753424657534,6685.45,1.0,88.1,0.11512689108298282
