T,F,q
0.010958904109589041,6640.35,-0.11536614228836475
0.0136986301369863,6640.95,-0.09888865371002113
0.01643835616438356,6641.65,-0.08881910870006397
0.019178082191780823,6642.35,-0.08162599733625905
0.021917808219178082,6644.35,-0.08515828782429723
0.030136986301369864,6644.8,-0.06418051968743793
0.03287671232876712,6644.8,-0.05883214304681811
0.03561643835616438,6646.65,-0.06212249147509036
0.038356164383561646,6647.85,-0.06239173568168544
0.0410958904109589,6649.75,-0.06518592242735227
0.049315068493150684,6649.8,-0.054474071676114615
0.052054794520547946,6650.6,-0.05391798653179223
