cp,K,T,mid,price_fit,F,df,err,abs_err,price_bsm,bsm_err,bsm_abs_err
C,6660.0,0.024657534246575342,57.7,54.59958072799114,6679.75,1.0,-3.100419272008864,3.100419272008864,214.7465431034716,157.0465431034716,157.0465431034716
P,6660.0,0.024657534246575342,39.05,34.84958072799114,6679.75,1.0,-4.200419272008858,4.200419272008858,194.99654758386941,155.9465475838694,155.9465475838694
P,6665.0,0.024657534246575342,40.75,38.01190844294936,6679.75,1.0,-2.7380915570506374,2.7380915570506374,169.68531357461325,128.93531357461325,128.93531357461325
P,6670.0,0.024657534246575342,42.55,41.17423615790758,6679.75,1.0,-1.375763842092418,1.375763842092418,139.08923883846637,96.53923883846637,96.53923883846637
P,6675.0,0.024657534246575342,44.400000000000006,44.336563872865796,6679.75,1.0,-0.0634361271342101,0.0634361271342101,98.11578568424738,53.71578568424738,53.71578568424738
C,6680.0,0.024657534246575342,46.15,47.294849398031516,6679.75,1.0,1.1448493980315178,1.1448493980315178,22.93089102509839,-23.21910897490161,23.21910897490161
P,6680.0,0.024657534246575342,46.4,47.294849398031516,6679.75,1.0,0.8948493980315178,0.8948493980315178,23.18089646094768,-23.21910353905232,23.21910353905232
C,6685.0,0.024657534246575342,43.15,46.37633331713964,6679.75,1.0,3.226333317139641,3.226333317139641,103.06331651113669,59.91331651113669,59.91331651113669
C,6690.0,0.024657534246575342,40.400000000000006,45.45781723624777,6679.75,1.0,5.0578172362477645,5.0578172362477645,142.5968025398215,102.1968025398215,102.1968025398215
C,6695.0,0.024657534246575342,37.6,44.53930115535589,6679.75,1.0,6.939301155355892,6.939301155355892,172.61567024601845,135.01567024601846,135.01567024601846
C,6700.0,0.024657534246575342,35.05,43.620785074464024,6679.75,1.0,8.570785074464027,8.570785074464027,197.63671354696135,162.58671354696133,162.58671354696133
C,6705.0,0.024657534246575342,32.5,42.70226899357215,6679.75,1.0,10.202268993572147,10.202268993572147,219.44486491675252,186.94486491675252,186.94486491675252
P,6705.0,0.024657534246575342,56.35,42.70226899357215,6679.75,1.0,-13.647731006427854,13.647731006427854,244.6948606764431,188.34486067644312,188.34486067644312
C,6710.0,0.024657534246575342,30.1,41.78375291268028,6679.75,1.0,11.683752912680276,11.683752912680276,238.96389978900834,208.86389978900834,208.86389978900834
P,6710.0,0.024657534246575342,60.0,41.78375291268028,6679.75,1.0,-18.216247087319722,18.216247087319722,269.2139033223675,209.2139033223675,209.2139033223675
C,6715.0,0.024657534246575342,27.85,40.86523683178841,6679.75,1.0,13.015236831788407,13.015236831788407,256.7455101845271,228.89551018452713,228.89551018452713
P,6715.0,0.024657534246575342,63.0,40.86523683178841,6679.75,1.0,-22.13476316821159,22.13476316821159,291.99550912220184,228.99550912220184,228.99550912220184
C,6720.0,0.024657534246575342,25.65,39.94672075089653,6679.75,1.0,14.296720750896533,14.296720750896533,273.1503679454959,247.50036794549587,247.50036794549587
P,6720.0,0.024657534246575342,66.0,39.94672075089653,6679.75,1.0,-26.05327924910347,26.05327924910347,313.40037253510127,247.40037253510127,247.40037253510127
C,6725.0,0.024657534246575342,23.55,39.02820467000466,6679.75,1.0,15.478204670004661,15.478204670004661,288.4295955284447,264.87959552844467,264.87959552844467
P,6725.0,0.024657534246575342,67.19999999999999,39.02820467000466,6679.75,1.0,-28.171795329995327,28.171795329995327,333.6795964113762,266.47959641137624,266.47959641137624
C,6730.0,0.024657534246575342,21.6,38.10968858911279,6679.75,1.0,16.50968858911279,16.50968858911279,0.0,-21.6,21.6
P,6730.0,0.024657534246575342,72.0,38.10968858911279,6679.75,1.0,-33.89031141088721,33.89031141088721,353.01635688838405,281.01635688838405,281.01635688838405
C,6735.0,0.024657534246575342,19.75,37.191172508220916,6679.75,1.0,17.441172508220916,17.441172508220916,0.0,-19.75,19.75
P,6735.0,0.024657534246575342,75.0,37.191172508220916,6679.75,1.0,-37.808827491779084,37.808827491779084,371.5490778116091,296.5490778116091,296.5490778116091
C,6740.0,0.024657534246575342,18.05,36.272656427329046,6679.75,1.0,18.222656427329046,18.222656427329046,0.0,-18.05,18.05
P,6740.0,0.024657534246575342,78.0,36.272656427329046,6679.75,1.0,-41.727343572670954,41.727343572670954,389.38543526301464,311.38543526301464,311.38543526301464
C,6745.0,0.024657534246575342,16.4,35.35414034643717,6679.75,1.0,18.95414034643717,18.95414034643717,0.0,-16.4,16.4
P,6745.0,0.024657534246575342,81.0,35.35414034643717,6679.75,1.0,-45.64585965356283,45.64585965356283,406.6110914131068,325.6110914131068,325.6110914131068
C,6750.0,0.024657534246575342,14.9,34.4356242655453,6679.75,1.0,19.5356242655453,19.5356242655453,0.0,-14.9,14.9
P,6750.0,0.024657534246575342,84.0,34.4356242655453,6679.75,1.0,-49.5643757344547,49.5643757344547,423.29557236611527,339.29557236611527,339.29557236611527
C,6755.0,0.024657534246575342,12.55,33.51710818465343,6679.75,1.0,20.96710818465343,20.96710818465343,0.0,-12.55,12.55
P,6755.0,0.024657534246575342,90.0,33.51710818465343,6679.75,1.0,-56.48289181534657,56.48289181534657,439.49617048116943,349.49617048116943,349.49617048116943
C,6760.0,0.024657534246575342,11.9,32.598592103761554,6679.75,1.0,20.698592103761555,20.698592103761555,0.0,-11.9,11.9
P,6760.0,0.024657534246575342,93.0,32.598592103761554,6679.75,1.0,-60.401407896238446,60.401407896238446,455.2607955842641,362.2607955842641,362.2607955842641
C,6615.0,0.0273972602739726,96.4,78.54640235182237,6682.25,1.0,-17.85359764817764,17.85359764817764,411.51686268909907,315.1168626890991,315.1168626890991
P,6615.0,0.0273972602739726,30.1,11.296402351822366,6682.25,1.0,-18.803597648177636,18.803597648177636,0.0,-30.1,30.1
C,6620.0,0.0273972602739726,93.2,76.76987500902723,6682.25,1.0,-16.43012499097277,16.43012499097277,394.72031206760084,301.52031206760086,301.52031206760086
P,6620.0,0.0273972602739726,31.25,14.519875009027231,6682.25,1.0,-16.73012499097277,16.73012499097277,332.4703066313209,301.2203066313209,301.2203066313209
C,6625.0,0.0273972602739726,89.19999999999999,74.9933476662321,6682.25,1.0,-14.206652333767892,14.206652333767892,377.3342932739365,288.1342932739365,288.1342932739365
P,6625.0,0.0273972602739726,32.7,17.743347666232097,6682.25,1.0,-14.956652333767906,14.956652333767906,320.0842970800727,287.3842970800727,287.3842970800727
C,6630.0,0.0273972602739726,85.4,73.21682032343696,6682.25,1.0,-12.183179676563043,12.183179676563043,359.2798201038845,273.8798201038845,273.8798201038845
P,6630.0,0.0273972602739726,33.65,20.966820323436963,6682.25,1.0,-12.683179676563036,12.683179676563036,307.02981984619464,273.37981984619466,273.37981984619466
C,6635.0,0.0273972602739726,81.55,71.44029298064183,6682.25,1.0,-10.109707019358169,10.109707019358169,340.45844905704826,258.90844905704824,258.90844905704824
P,6635.0,0.0273972602739726,34.95,24.19029298064183,6682.25,1.0,-10.759707019358174,10.759707019358174,293.2084544744339,258.2584544744339,258.2584544744339
C,6640.0,0.0273972602739726,78.30000000000001,69.6637656378467,6682.25,1.0,-8.636234362153317,8.636234362153317,320.74489135346903,242.44489135346902,242.44489135346902
P,6640.0,0.0273972602739726,36.35,27.413765637846694,6682.25,1.0,-8.936234362153307,8.936234362153307,278.494887310324,242.14488731032398,242.14488731032398
C,6645.0,0.0273972602739726,74.45,67.88723829505156,6682.25,1.0,-6.562761704948443,6.562761704948443,299.97541781746395,225.52541781746396,225.52541781746396
P,6645.0,0.0273972602739726,38.8,30.63723829505156,6682.25,1.0,-8.162761704948437,8.162761704948437,262.725418774457,223.925418774457,223.925418774457
C,6650.0,0.0273972602739726,71.44999999999999,66.11071095225643,6682.25,1.0,-5.339289047743563,5.339289047743563,277.929092254396,206.479092254396,206.479092254396
P,6650.0,0.0273972602739726,39.25,33.860710952256426,6682.25,1.0,-5.389289047743574,5.389289047743574,245.67909074900444,206.42909074900444,206.42909074900444
C,6655.0,0.0273972602739726,68.0,64.33418360946129,6682.25,1.0,-3.6658163905387084,3.6658163905387084,254.2950041676554,186.2950041676554,186.2950041676554
P,6655.0,0.0273972602739726,40.8,37.08418360946129,6682.25,1.0,-3.7158163905387056,3.7158163905387056,227.04500251898344,186.24500251898343,186.24500251898343
C,6660.0,0.0273972602739726,64.65,62.55765626666614,6682.25,1.0,-2.0923437333338626,2.0923437333338626,228.61076792325412,163.9607679232541,163.9607679232541
P,6660.0,0.0273972602739726,42.45,40.30765626666614,6682.25,1.0,-2.1423437333338597,2.1423437333338597,206.36076216664287,163.91076216664288,163.91076216664288
C,6665.0,0.0273972602739726,61.35,60.78112892387101,6682.25,1.0,-0.5688710761289926,0.5688710761289926,200.13325118027205,138.78325118027206,138.78325118027206
P,6665.0,0.0273972602739726,44.15,43.53112892387101,6682.25,1.0,-0.6188710761289897,0.6188710761289897,182.88325128836277,138.73325128836277,138.73325128836277
C,6670.0,0.0273972602739726,58.15,59.004601581075875,6682.25,1.0,0.854601581075876,0.854601581075876,167.519261770713,109.369261770713,109.369261770713
P,6670.0,0.0273972602739726,45.85,46.754601581075875,6682.25,1.0,0.9046015810758732,0.9046015810758732,155.26926114906883,109.41926114906883,109.41926114906883
C,6675.0,0.0273972602739726,55.0,57.22807423828074,6682.25,1.0,2.2280742382807404,2.2280742382807404,127.79484496891882,72.79484496891882,72.79484496891882
P,6675.0,0.0273972602739726,47.75,49.97807423828074,6682.25,1.0,2.2280742382807404,2.2280742382807404,120.54485009462087,72.79485009462087,72.79485009462087
C,6680.0,0.0273972602739726,51.95,55.451546895485606,6682.25,1.0,3.5015468954856033,3.5015468954856033,70.30260325544259,18.352603255442588,18.352603255442588
P,6680.0,0.0273972602739726,49.7,53.201546895485606,6682.25,1.0,3.5015468954856033,3.5015468954856033,68.05260267319682,18.352602673196813,18.352602673196813
C,6685.0,0.0273972602739726,48.85,53.97854314199874,6682.25,1.0,5.12854314199874,5.12854314199874,75.11897245554746,26.268972455547463,26.268972455547463
P,6685.0,0.0273972602739726,51.75,53.97854314199874,6682.25,1.0,2.228543141998742,2.228543141998742,77.86897773814917,26.11897773814917,26.11897773814917
C,6690.0,0.0273972602739726,45.8,52.7538768706732,6682.25,1.0,6.953876870673206,6.953876870673206,124.57882135313457,78.77882135313457,78.77882135313457
P,6690.0,0.0273972602739726,53.8,52.7538768706732,6682.25,1.0,-1.0461231293267943,1.0461231293267943,132.32882100098686,78.52882100098687,78.52882100098687
C,6695.0,0.0273972602739726,43.35,51.529210599347664,6682.25,1.0,8.179210599347662,8.179210599347662,158.43611593473133,115.08611593473134,115.08611593473134
P,6695.0,0.0273972602739726,56.0,51.529210599347664,6682.25,1.0,-4.470789400652336,4.470789400652336,171.18611257225757,115.18611257225757,115.18611257225757
C,6700.0,0.0273972602739726,40.65,50.30454432802212,6682.25,1.0,9.65454432802212,9.65454432802212,185.64565002254585,144.99565002254585,144.99565002254585
P,6700.0,0.0273972602739726,58.25,50.30454432802212,6682.25,1.0,-7.945455671977882,7.945455671977882,203.3956452190023,145.1456452190023,145.1456452190023
C,6705.0,0.0273972602739726,38.0,49.07987805669658,6682.25,1.0,11.079878056696579,11.079878056696579,208.91372162445396,170.91372162445396,170.91372162445396
P,6705.0,0.0273972602739726,61.599999999999994,49.07987805669658,6682.25,1.0,-12.520121943303415,12.520121943303415,231.66372738746622,170.06372738746623,170.06372738746623
C,6710.0,0.0273972602739726,35.45,47.85521178537104,6682.25,1.0,12.405211785371037,12.405211785371037,229.49553959682908,194.0455395968291,194.0455395968291
P,6710.0,0.0273972602739726,63.85,47.85521178537104,6682.25,1.0,-15.994788214628961,15.994788214628961,257.2455402555456,193.39554025554563,193.39554025554563
C,6715.0,0.0273972602739726,33.05,46.630545514045494,6682.25,1.0,13.580545514045497,13.580545514045497,248.09537041502153,215.04537041502152,215.04537041502152
P,6715.0,0.0273972602739726,66.45,46.630545514045494,6682.25,1.0,-19.81945448595451,19.81945448595451,280.8453710576132,214.3953710576132,214.3953710576132
C,6720.0,0.0273972602739726,30.75,45.405879242719955,6682.25,1.0,14.655879242719955,14.655879242719955,265.1552715774392,234.40527157743918,234.40527157743918
P,6720.0,0.0273972602739726,68.9,45.405879242719955,6682.25,1.0,-23.49412075728005,23.49412075728005,302.9052655101068,234.0052655101068,234.0052655101068
C,6725.0,0.0273972602739726,28.55,44.18121297139441,6682.25,1.0,15.631212971394408,15.631212971394408,280.97424622350445,252.42424622350444,252.42424622350444
P,6725.0,0.0273972602739726,72.19999999999999,44.18121297139441,6682.25,1.0,-28.01878702860558,28.01878702860558,323.72424706394986,251.52424706394987,251.52424706394987
C,6730.0,0.0273972602739726,26.45,42.95654670006887,6682.25,1.0,16.50654670006887,16.50654670006887,295.7657217861365,269.3157217861365,269.3157217861365
P,6730.0,0.0273972602739726,75.1,42.95654670006887,6682.25,1.0,-32.143453299931124,32.143453299931124,343.5157288742121,268.41572887421205,268.41572887421205
C,6735.0,0.0273972602739726,24.45,41.73188042874333,6682.25,1.0,17.28188042874333,17.28188042874333,0.0,-24.45,24.45
P,6735.0,0.0273972602739726,77.3,41.73188042874333,6682.25,1.0,-35.568119571256666,35.568119571256666,362.43835474924026,285.13835474924025,285.13835474924025
C,6740.0,0.0273972602739726,22.55,40.50721415741779,6682.25,1.0,17.95721415741779,17.95721415741779,0.0,-22.55,22.55
P,6740.0,0.0273972602739726,80.6,40.50721415741779,6682.25,1.0,-40.0927858425822,40.0927858425822,380.61384234207117,300.01384234207114,300.01384234207114
C,6745.0,0.0273972602739726,20.75,39.282547886092246,6682.25,1.0,18.532547886092246,18.532547886092246,0.0,-20.75,20.75
P,6745.0,0.0273972602739726,83.44999999999999,39.282547886092246,6682.25,1.0,-44.16745211390774,44.16745211390774,398.1380106981801,314.6880106981801,314.6880106981801
C,6750.0,0.0273972602739726,19.05,38.05788161476671,6682.25,1.0,19.007881614766706,19.007881614766706,0.0,-19.05,19.05
P,6750.0,0.0273972602739726,87.15,38.05788161476671,6682.25,1.0,-49.0921183852333,49.0921183852333,415.08786755929077,327.9378675592908,327.9378675592908
C,6755.0,0.0273972602739726,17.45,36.83321534344117,6682.25,1.0,19.38321534344117,19.38321534344117,0.0,-17.45,17.45
P,6755.0,0.0273972602739726,90.1,36.83321534344117,6682.25,1.0,-53.266784656558826,53.266784656558826,431.52642867462055,341.4264286746205,341.4264286746205
C,6760.0,0.0273972602739726,15.05,35.60854907211562,6682.25,1.0,20.55854907211562,20.55854907211562,0.0,-15.05,15.05
P,6760.0,0.0273972602739726,93.55,35.60854907211562,6682.25,1.0,-57.941450927884375,57.941450927884375,447.50600826953405,353.95600826953404,353.95600826953404
C,6615.0,0.03561643835616438,102.0,81.50593059528745,6682.85,1.0,-20.494069404712548,20.494069404712548,413.51309817476067,311.51309817476067,311.51309817476067
P,6615.0,0.03561643835616438,33.85,13.655930595287089,6682.85,1.0,-20.194069404712913,20.194069404712913,0.0,-33.85,33.85
C,6620.0,0.03561643835616438,96.0,79.69684170224366,6682.85,1.0,-16.30315829775634,16.30315829775634,396.78205171777336,300.78205171777336,300.78205171777336
P,6620.0,0.03561643835616438,35.0,16.846841702243296,6682.85,1.0,-18.153158297756704,18.153158297756704,333.932052976822,298.932052976822,298.932052976822
C,6625.0,0.03561643835616438,94.55,77.88775280919988,6682.85,1.0,-16.662247190800116,16.662247190800116,379.46995291835174,284.9199529183517,284.9199529183517
P,6625.0,0.03561643835616438,36.349999999999994,20.037752809199517,6682.85,1.0,-16.312247190800477,16.312247190800477,321.61996082134465,285.2699608213446,285.2699608213446
C,6630.0,0.03561643835616438,90.0,76.07866391615609,6682.85,1.0,-13.921336083843912,13.921336083843912,361.4997607483565,271.4997607483565,271.4997607483565
P,6630.0,0.03561643835616438,37.599999999999994,23.228663916155725,6682.85,1.0,-14.37133608384427,14.37133608384427,308.64975685618583,271.0497568561858,271.0497568561858
C,6635.0,0.03561643835616438,87.0,74.26957502311231,6682.85,1.0,-12.73042497688769,12.73042497688769,342.7756891930976,255.7756891930976,255.7756891930976
P,6635.0,0.03561643835616438,38.95,26.419575023111946,6682.85,1.0,-12.530424976888057,12.530424976888057,294.9256823672945,255.9756823672945,255.9756823672945
C,6640.0,0.03561643835616438,81.0,72.46048613006852,6682.85,1.0,-8.539513869931483,8.539513869931483,323.1761668817617,242.17616688176167,242.17616688176167
P,6640.0,0.03561643835616438,40.3,29.610486130068153,6682.85,1.0,-10.689513869931844,10.689513869931844,280.3261679444172,240.02616794441718,240.02616794441718
C,6645.0,0.03561643835616438,78.0,70.65139723702472,6682.85,1.0,-7.3486027629752755,7.3486027629752755,302.5428986012985,224.54289860129848,224.54289860129848
P,6645.0,0.03561643835616438,41.8,32.80139723702436,6682.85,1.0,-8.998602762975636,8.998602762975636,264.6928989249386,222.8928989249386,222.8928989249386
C,6650.0,0.03561643835616438,75.0,68.84230834398095,6682.85,1.0,-6.157691656019054,6.157691656019054,280.6631504786128,205.6631504786128,205.6631504786128
P,6650.0,0.03561643835616438,43.400000000000006,35.99230834398058,6682.85,1.0,-7.4076916560194235,7.4076916560194235,247.81314626343556,204.41314626343555,204.41314626343555
C,6655.0,0.03561643835616438,72.0,67.03321945093717,6682.85,1.0,-4.9667805490628325,4.9667805490628325,257.23926135689953,185.23926135689953,185.23926135689953
P,6655.0,0.03561643835616438,44.9,39.183219450936804,6682.85,1.0,-5.716780549063195,5.716780549063195,229.38925627264598,184.48925627264597,184.48925627264597
C,6660.0,0.03561643835616438,68.80000000000001,65.22413055789337,6682.85,1.0,-3.5758694421066366,3.5758694421066366,231.8319018214679,163.0319018214679,163.0319018214679
P,6660.0,0.03561643835616438,46.55,42.37413055789301,6682.85,1.0,-4.175869442106986,4.175869442106986,208.9819012883304,162.43190128833038,162.43190128833038
C,6665.0,0.03561643835616438,66.0,63.41504166484958,6682.85,1.0,-2.584958335150418,2.584958335150418,203.74265568876535,137.74265568876535,137.74265568876535
P,6665.0,0.03561643835616438,48.3,45.56504166484922,6682.85,1.0,-2.734958335150779,2.734958335150779,185.8926570257713,137.5926570257713,137.5926570257713
C,6670.0,0.03561643835616438,63.0,61.605952771805796,6682.85,1.0,-1.3940472281942036,1.3940472281942036,171.7307161351473,108.7307161351473,108.7307161351473
P,6670.0,0.03561643835616438,50.1,48.75595277180543,6682.85,1.0,-1.3440472281945688,1.3440472281945688,158.8807110962839,108.78071109628391,108.78071109628391
C,6675.0,0.03561643835616438,60.0,59.79686387876202,6682.85,1.0,-0.20313612123798208,0.20313612123798208,133.1356213537524,73.13562135375241,73.13562135375241
P,6675.0,0.03561643835616438,52.0,51.946863878761654,6682.85,1.0,-0.05313612123834588,0.05313612123834588,125.28562675544072,73.28562675544072,73.28562675544072
P,6680.0,0.03561643835616438,53.95,55.13777498571786,6682.85,1.0,1.1877749857178586,1.1877749857178586,76.43472951734384,22.484729517343837,22.484729517343837
C,6685.0,0.03561643835616438,52.9,56.632868413927284,6682.85,1.0,3.732868413927285,3.732868413927285,66.5618501521767,13.661850152176704,13.661850152176704
P,6685.0,0.03561643835616438,55.9,56.632868413927284,6682.85,1.0,0.7328684139272852,0.7328684139272852,68.71184514386823,12.811845143868233,12.811845143868233
C,6690.0,0.03561643835616438,50.05,55.880017477285634,6682.85,1.0,5.830017477285637,5.830017477285637,119.80718837222412,69.75718837222412,69.75718837222412
C,6695.0,0.03561643835616438,47.2,55.12716654064399,6682.85,1.0,7.927166540643988,7.927166540643988,154.8126812850569,107.6126812850569,107.6126812850569
P,6695.0,0.03561643835616438,60.0,55.12716654064399,6682.85,1.0,-4.872833459356009,4.872833459356009,166.96268207502953,106.96268207502953,106.96268207502953
C,6700.0,0.03561643835616438,44.5,54.37431560400234,6682.85,1.0,9.87431560400234,9.87431560400234,182.63114429117059,138.13114429117059,138.13114429117059
P,6700.0,0.03561643835616438,62.65,54.37431560400234,6682.85,1.0,-8.275684395997658,8.275684395997658,199.78114520631516,137.13114520631515,137.13114520631515
C,6705.0,0.03561643835616438,41.849999999999994,53.6214646673607,6682.85,1.0,11.771464667360704,11.771464667360704,206.29103399813584,164.44103399813585,164.44103399813585
P,6705.0,0.03561643835616438,66.0,53.6214646673607,6682.85,1.0,-12.378535332639302,12.378535332639302,228.44103486916765,162.44103486916765,162.44103486916765
C,6710.0,0.03561643835616438,39.3,52.86861373071904,6682.85,1.0,13.568613730719044,13.568613730719044,227.1519260788,187.85192607879998,187.85192607879998
P,6710.0,0.03561643835616438,66.0,52.86861373071904,6682.85,1.0,-13.13138626928096,13.13138626928096,254.30193190626778,188.30193190626778,188.30193190626778
C,6715.0,0.03561643835616438,36.849999999999994,52.11576279407739,6682.85,1.0,15.265762794077396,15.265762794077396,245.96350194044908,209.11350194044908,209.11350194044908
P,6715.0,0.03561643835616438,69.0,52.11576279407739,6682.85,1.0,-16.88423720592261,16.88423720592261,278.1134966965751,209.1134966965751,209.1134966965751
C,6720.0,0.03561643835616438,34.55,51.36291185743575,6682.85,1.0,16.81291185743575,16.81291185743575,263.1911312345442,228.64113123454416,228.64113123454416
P,6720.0,0.03561643835616438,72.0,51.36291185743575,6682.85,1.0,-20.637088142564252,20.637088142564252,300.3411321929434,228.3411321929434,228.3411321929434
C,6725.0,0.03561643835616438,32.3,50.6100609207941,6682.85,1.0,18.3100609207941,18.3100609207941,279.1472333237284,246.8472333237284,246.8472333237284
P,6725.0,0.03561643835616438,75.0,50.6100609207941,6682.85,1.0,-24.389939079205902,24.389939079205902,321.2972394951612,246.2972394951612,246.2972394951612
C,6730.0,0.03561643835616438,30.1,49.85720998415245,6682.85,1.0,19.757209984152446,19.757209984152446,294.0535269461416,263.95352694614155,263.95352694614155
P,6730.0,0.03561643835616438,78.0,49.85720998415245,6682.85,1.0,-28.142790015847552,28.142790015847552,341.20352738335987,263.20352738335987,263.20352738335987
C,6735.0,0.03561643835616438,28.049999999999997,49.1043590475108,6682.85,1.0,21.0543590475108,21.0543590475108,308.0741165198265,280.02411651982646,280.02411651982646
P,6735.0,0.03561643835616438,81.0,49.1043590475108,6682.85,1.0,-31.895640952489202,31.895640952489202,360.22411668993163,279.22411668993163,279.22411668993163
C,6740.0,0.03561643835616438,26.1,48.35150811086915,6682.85,1.0,22.251508110869146,22.251508110869146,0.0,-26.1,26.1
P,6740.0,0.03561643835616438,84.0,48.35150811086915,6682.85,1.0,-35.64849188913085,35.64849188913085,378.48446783655436,294.48446783655436,294.48446783655436
C,6745.0,0.03561643835616438,24.15,47.5986571742275,6682.85,1.0,23.4486571742275,23.4486571742275,0.0,-24.15,24.15
P,6745.0,0.03561643835616438,87.0,47.5986571742275,6682.85,1.0,-39.4013428257725,39.4013428257725,396.0830725084179,309.0830725084179,309.0830725084179
C,6750.0,0.03561643835616438,22.35,46.845806237585855,6682.85,1.0,24.495806237585853,24.495806237585853,0.0,-22.35,22.35
P,6750.0,0.03561643835616438,94.25,46.845806237585855,6682.85,1.0,-47.404193762414145,47.404193762414145,413.09891506501435,318.84891506501435,318.84891506501435
C,6755.0,0.03561643835616438,20.700000000000003,46.092955300944205,6682.85,1.0,25.3929553009442,25.3929553009442,0.0,-20.700000000000003,20.700000000000003
P,6755.0,0.03561643835616438,93.0,46.092955300944205,6682.85,1.0,-46.907044699055795,46.907044699055795,429.5964921305863,336.5964921305863,336.5964921305863
C,6760.0,0.03561643835616438,19.3,45.34010436430256,6682.85,1.0,26.04010436430256,26.04010436430256,0.0,-19.3,19.3
P,6760.0,0.03561643835616438,96.0,45.34010436430256,6682.85,1.0,-50.65989563569744,50.65989563569744,445.629262803192,349.629262803192,349.629262803192
C,6605.0,0.038356164383561646,111.0,91.58602465543767,6682.8,1.0,-19.41397534456233,19.41397534456233,445.3168424624537,334.3168424624537,334.3168424624537
P,6605.0,0.038356164383561646,34.55,13.786024655437487,6682.8,1.0,-20.76397534456251,20.76397534456251,0.0,-34.55,34.55
C,6610.0,0.038356164383561646,108.0,89.69627087234339,6682.8,1.0,-18.30372912765661,18.30372912765661,429.56495016098097,321.56495016098097,321.56495016098097
P,6610.0,0.038356164383561646,35.6,16.89627087234321,6682.8,1.0,-18.703729127656793,18.703729127656793,0.0,-35.6,35.6
C,6615.0,0.038356164383561646,105.0,87.8065170892491,6682.8,1.0,-17.1934829107509,17.1934829107509,413.34703105260314,308.34703105260314,308.34703105260314
P,6615.0,0.038356164383561646,37.0,20.006517089248916,6682.8,1.0,-16.993482910751084,16.993482910751084,345.54703043367,308.54703043367,308.54703043367
C,6620.0,0.038356164383561646,102.0,85.91676330615482,6682.8,1.0,-16.08323669384518,16.08323669384518,396.6105534292301,294.6105534292301,294.6105534292301
P,6620.0,0.038356164383561646,38.0,23.11676330615464,6682.8,1.0,-14.883236693845362,14.883236693845362,333.810561843728,295.810561843728,295.810561843728
C,6625.0,0.038356164383561646,96.0,84.02700952306053,6682.8,1.0,-11.972990476939472,11.972990476939472,379.2923457019024,283.2923457019024,283.2923457019024
P,6625.0,0.038356164383561646,39.349999999999994,26.227009523060346,6682.8,1.0,-13.122990476939648,13.122990476939648,321.492339568666,282.142339568666,282.142339568666
C,6630.0,0.038356164383561646,93.0,82.13725573996624,6682.8,1.0,-10.862744260033764,10.862744260033764,361.31516952179027,268.31516952179027,268.31516952179027
P,6630.0,0.038356164383561646,40.75,29.337255739966054,6682.8,1.0,-11.412744260033946,11.412744260033946,308.5151751221583,267.7651751221583,267.7651751221583
C,6635.0,0.038356164383561646,90.0,80.24750195687196,6682.8,1.0,-9.752498043128043,9.752498043128043,342.5830550159194,252.5830550159194,252.5830550159194
P,6635.0,0.038356164383561646,41.95,32.447501956871776,6682.8,1.0,-9.502498043128227,9.502498043128227,294.7830557456905,252.8330557456905,252.8330557456905
C,6640.0,0.038356164383561646,87.0,78.35774817377768,6682.8,1.0,-8.64225182622232,8.64225182622232,322.974119218276,235.97411921827597,235.97411921827597
P,6640.0,0.038356164383561646,43.25,35.5577481737775,6682.8,1.0,-7.692251826222503,7.692251826222503,280.17411832595917,236.92411832595917,236.92411832595917
C,6645.0,0.038356164383561646,84.0,76.4679943906834,6682.8,1.0,-7.532005609316599,7.532005609316599,302.3296233715764,218.32962337157642,218.32962337157642
P,6645.0,0.038356164383561646,44.8,38.66799439068322,6682.8,1.0,-6.132005609316778,6.132005609316778,264.5296239217937,219.7296239217937,219.7296239217937
C,6650.0,0.038356164383561646,86.05,74.57824060758911,6682.8,1.0,-11.471759392410888,11.471759392410888,280.43615036104575,194.38615036104574,194.38615036104574
P,6650.0,0.038356164383561646,46.3,41.77824060758893,6682.8,1.0,-4.52175939241107,4.52175939241107,247.6361509578055,201.3361509578055,201.3361509578055
C,6655.0,0.038356164383561646,75.0,72.68848682449482,6682.8,1.0,-2.3115131755051834,2.3115131755051834,256.99499215209244,181.99499215209244,181.99499215209244
P,6655.0,0.038356164383561646,48.0,44.888486824494635,6682.8,1.0,-3.1115131755053653,3.1115131755053653,229.1949849643297,181.1949849643297,181.1949849643297
C,6660.0,0.038356164383561646,72.0,70.79873304140054,6682.8,1.0,-1.2012669585994615,1.2012669585994615,231.5649317483958,159.5649317483958,159.5649317483958
P,6660.0,0.038356164383561646,49.85,47.99873304140036,6682.8,1.0,-1.8512669585996449,1.8512669585996449,208.76493194545537,158.91493194545538,158.91493194545538
C,6665.0,0.038356164383561646,69.0,68.90897925830626,6682.8,1.0,-0.09102074169373964,0.09102074169373964,203.44400363320165,134.44400363320165,134.44400363320165
P,6665.0,0.038356164383561646,51.5,51.10897925830608,6682.8,1.0,-0.39102074169392154,0.39102074169392154,185.6439977212899,134.1439977212899,134.1439977212899
C,6670.0,0.038356164383561646,73.5,67.01922547521197,6682.8,1.0,-6.480774524788032,6.480774524788032,171.38328167280542,97.88328167280542,97.88328167280542
P,6670.0,0.038356164383561646,53.150000000000006,54.219225475211786,6682.8,1.0,1.0692254752117805,1.0692254752117805,158.58328255112565,105.43328255112564,105.43328255112564
