cp,K,T,F,df,mid,iv,expiry
C,6530.0,0.010958904109589041,6609.8,1.0,86.4,0.11573728480002465,2025-09-29
P,6530.0,0.010958904109589041,6609.8,1.0,6.550000000000001,0.11543567442036777,2025-09-29
C,6535.0,0.010958904109589041,6609.8,1.0,81.95,0.1141030690272799,2025-09-29
P,6535.0,0.010958904109589041,6609.8,1.0,7.2,0.11438955687848903,2025-09-29
C,6540.0,0.010958904109589041,6609.8,1.0,77.65,0.11301271141036563,2025-09-29
P,6540.0,0.010958904109589041,6609.8,1.0,7.9,0.11328481482324317,2025-09-29
C,6545.0,0.010958904109589041,6609.8,1.0,73.44999999999999,0.11210449121520484,2025-09-29
P,6545.0,0.010958904109589041,6609.8,1.0,8.7,0.11236320352806001,2025-09-29
C,6550.0,0.010958904109589041,6609.8,1.0,69.2,0.11058591286065077,2025-09-29
P,6550.0,0.010958904109589041,6609.8,1.0,9.5,0.11108049001249207,2025-09-29
C,6555.0,0.010958904109589041,6609.8,1.0,65.15,0.10969405312221159,2025-09-29
P,6555.0,0.010958904109589041,6609.8,1.0,10.399999999999999,0.10993047763574146,2025-09-29
C,6560.0,0.010958904109589041,6609.8,1.0,61.15,0.10864430862512116,2025-09-29
P,6560.0,0.010958904109589041,6609.8,1.0,11.35,0.10864430862511947,2025-09-29
C,6565.0,0.010958904109589041,6609.8,1.0,57.2,0.10742977723512367,2025-09-29
P,6565.0,0.010958904109589041,6609.8,1.0,12.399999999999999,0.10742977723512132,2025-09-29
C,6570.0,0.010958904109589041,6609.8,1.0,53.35,0.1062529112807744,2025-09-29
P,6570.0,0.010958904109589041,6609.8,1.0,13.55,0.10625291128077483,2025-09-29
C,6575.0,0.010958904109589041,6609.8,1.0,49.55,0.1048800851805617,2025-09-29
P,6575.0,0.010958904109589041,6609.8,1.0,14.8,0.10508390211481479,2025-09-29
C,6580.0,0.010958904109589041,6609.8,1.0,45.900000000000006,0.10369830838072562,2025-09-29
P,6580.0,0.010958904109589041,6609.8,1.0,16.1,0.10369830838072402,2025-09-29
C,6585.0,0.010958904109589041,6609.8,1.0,42.35,0.10247292121174939,2025-09-29
P,6585.0,0.010958904109589041,6609.8,1.0,17.6,0.10266586225457869,2025-09-29
C,6590.0,0.010958904109589041,6609.8,1.0,38.95,0.10137024963887946,2025-09-29
P,6590.0,0.010958904109589041,6609.8,1.0,19.15,0.10137024963887849,2025-09-29
C,6595.0,0.010958904109589041,6609.8,1.0,35.599999999999994,0.09998762562482283,2025-09-29
P,6595.0,0.010958904109589041,6609.8,1.0,20.85,0.1001731586850401,2025-09-29
C,6600.0,0.010958904109589041,6609.8,1.0,32.45,0.09886232865853861,2025-09-29
P,6600.0,0.010958904109589041,6609.8,1.0,22.7,0.09904546355041687,2025-09-29
C,6605.0,0.010958904109589041,6609.8,1.0,29.4,0.09759902858875998,2025-09-29
P,6605.0,0.010958904109589041,6609.8,1.0,24.65,0.09778068353534258,2025-09-29
C,6610.0,0.010958904109589041,6609.8,1.0,26.55,0.09654028948434636,2025-09-29
P,6610.0,0.010958904109589041,6609.8,1.0,26.75,0.09654028948434709,2025-09-29
C,6615.0,0.010958904109589041,6609.8,1.0,23.8,0.09530301126545833,2025-09-29
P,6615.0,0.010958904109589041,6609.8,1.0,29.05,0.09548463361772119,2025-09-29
C,6620.0,0.010958904109589041,6609.8,1.0,21.25,0.0942329288982859,2025-09-29
P,6620.0,0.010958904109589041,6609.8,1.0,31.45,0.09423292889828513,2025-09-29
C,6625.0,0.010958904109589041,6609.8,1.0,18.8,0.09294881527540894,2025-09-29
P,6625.0,0.010958904109589041,6609.8,1.0,34.05,0.09313484014279656,2025-09-29
C,6630.0,0.010958904109589041,6609.8,1.0,16.6,0.09199620851016067,2025-09-29
P,6630.0,0.010958904109589041,6609.8,1.0,36.85,0.09218635358222055,2025-09-29
C,6635.0,0.010958904109589041,6609.8,1.0,14.55,0.09100156630728026,2025-09-29
P,6635.0,0.010958904109589041,6609.8,1.0,39.75,0.09100156630727893,2025-09-29
C,6640.0,0.010958904109589041,6609.8,1.0,12.65,0.08995972413809156,2025-09-29
P,6640.0,0.010958904109589041,6609.8,1.0,42.95,0.09036587231622759,2025-09-29
C,6645.0,0.010958904109589041,6609.8,1.0,10.899999999999999,0.08886778017171221,2025-09-29
P,6645.0,0.010958904109589041,6609.8,1.0,46.1,0.08886778017171318,2025-09-29
C,6650.0,0.010958904109589041,6609.8,1.0,9.399999999999999,0.08817441356335669,2025-09-29
P,6650.0,0.010958904109589041,6609.8,1.0,49.55,0.08795022406545798,2025-09-29
C,6655.0,0.010958904109589041,6609.8,1.0,8.0,0.0872550089080112,2025-09-29
P,6655.0,0.010958904109589041,6609.8,1.0,53.15,0.08701638070452601,2025-09-29
C,6660.0,0.010958904109589041,6609.8,1.0,6.8,0.0866000155708474,2025-09-29
P,6660.0,0.010958904109589041,6609.8,1.0,57.05,0.08685537644379995,2025-09-29
C,6665.0,0.010958904109589041,6609.8,1.0,5.800000000000001,0.08630724252175694,2025-09-29
P,6665.0,0.010958904109589041,6609.8,1.0,60.9,0.08575467486515059,2025-09-29
C,6670.0,0.010958904109589041,6609.8,1.0,4.75,0.08501360673402104,2025-09-29
P,6670.0,0.010958904109589041,6609.8,1.0,64.95,0.08501360673402317,2025-09-29
