cp,K,T,F,df,mid,iv,expiry
C,6545.0,0.005479452054794521,6613.25,1.0,75.55,0.15326007728063656,2025-09-17
P,6545.0,0.005479452054794521,6613.25,1.0,7.35,0.15365059533817035,2025-09-17
C,6550.0,0.005479452054794521,6613.25,1.0,71.2,0.1510084688491919,2025-09-17
P,6550.0,0.005479452054794521,6613.25,1.0,7.949999999999999,0.15100846884919314,2025-09-17
C,6555.0,0.005479452054794521,6613.25,1.0,69.69999999999999,0.16783973835477045,2025-09-17
P,6555.0,0.005479452054794521,6613.25,1.0,8.65,0.14867009169052037,2025-09-17
C,6560.0,0.005479452054794521,6613.25,1.0,62.599999999999994,0.145876346553067,2025-09-17
P,6560.0,0.005479452054794521,6613.25,1.0,9.399999999999999,0.14621634457945365,2025-09-17
C,6565.0,0.005479452054794521,6613.25,1.0,58.45,0.14362017194485976,2025-09-17
P,6565.0,0.005479452054794521,6613.25,1.0,10.2,0.14362017194486423,2025-09-17
C,6570.0,0.005479452054794521,6613.25,1.0,54.35,0.14116811129088458,2025-09-17
P,6570.0,0.005479452054794521,6613.25,1.0,11.100000000000001,0.14116811129089005,2025-09-17
C,6575.0,0.005479452054794521,6613.25,1.0,50.35,0.1387988128578754,2025-09-17
P,6575.0,0.005479452054794521,6613.25,1.0,12.100000000000001,0.13879881285788612,2025-09-17
C,6580.0,0.005479452054794521,6613.25,1.0,46.45,0.13645708376970395,2025-09-17
P,6580.0,0.005479452054794521,6613.25,1.0,13.2,0.13645708376970614,2025-09-17
C,6585.0,0.005479452054794521,6613.25,1.0,42.65,0.13409260622388863,2025-09-17
P,6585.0,0.005479452054794521,6613.25,1.0,14.399999999999999,0.13409260622389055,2025-09-17
C,6590.0,0.005479452054794521,6613.25,1.0,39.05,0.13220587337910086,2025-09-17
P,6590.0,0.005479452054794521,6613.25,1.0,15.75,0.13193220308214226,2025-09-17
C,6595.0,0.005479452054794521,6613.25,1.0,35.55,0.13017836407183442,2025-09-17
P,6595.0,0.005479452054794521,6613.25,1.0,17.25,0.12991120104472775,2025-09-17
C,6600.0,0.005479452054794521,6613.25,1.0,32.15,0.1279731634383796,2025-09-17
P,6600.0,0.005479452054794521,6613.25,1.0,18.9,0.1279731634383796,2025-09-17
C,6605.0,0.005479452054794521,6613.25,1.0,28.95,0.12606831839107188,2025-09-17
P,6605.0,0.005479452054794521,6613.25,1.0,20.65,0.1258098273188727,2025-09-17
