T,F,q
0.010958904109589041,6717.85,-0.03396435735844095
0.0136986301369863,6718.4,-0.03314785578496282
0.01643835616438356,6719.2,-0.034866570111348874
0.019178082191780823,6719.85,-0.03492956798817709
0.021917808219178082,6722.3,-0.04719482621949044
0.030136986301369864,6722.35,-0.034570313116468694
0.03287671232876712,6723.1,-0.035082794935448684
0.03561643835616438,6723.6,-0.0344721342787025
0.038356164383561646,6724.25,-0.034530156880348425
0.0410958904109589,6725.2,-0.03566570954953091
0.049315068493150684,6727.7,-0.03725800707567901
0.052054794520547946,6728.35,-0.03715300400137968
