asof0,asof1,cp,K,T,price0_pde,delta0_pde,price0_bsm,delta0_bsm,S0,S1,T1,price1_pde,price1_bsm,pnl_pde,pnl_bsm,m,T_bucket,m_bucket,pair
2025-09-02,2025-09-03,C,6350.0,0.0191780821917808,111.72429108514412,0.7896909871880202,108.0999999988844,0.7648525344837436,6415.54,6448.26,0.0520547945205479,158.19736095396487,191.4266746753501,16.911310899207805,17.724025071691745,0.986040155903042,1.0-2.0%,0.98-1.00,2025-09-02→2025-09-03
2025-09-02,2025-09-03,P,6350.0,0.0191780821917808,22.164352887267267,-0.2103090128119352,19.44999999989591,-0.2454821132731402,6415.54,6448.26,0.0520547945205479,47.66386842300711,28.455191629805768,27.781310899206574,28.93217474629721,0.986040155903042,1.0-2.0%,0.98-1.00,2025-09-02→2025-09-03
2025-09-02,2025-09-03,C,6360.0,0.0191780821917808,105.09357852335488,0.7640327612169886,99.7000000676344,0.7444926914019317,6415.54,6448.26,0.0520547945205479,152.94691416820197,182.24010724378056,18.10084805297995,18.740199137328613,0.9875929750461964,1.0-2.0%,0.98-1.00,2025-09-02→2025-09-03
2025-09-02,2025-09-03,P,6360.0,0.0191780821917808,25.49581365114986,-0.2359672387829294,21.350000008508687,-0.2667907902668165,6415.54,6448.26,0.0520547945205479,52.39409330255093,29.694845648808496,28.670848052977508,29.679394657530302,0.9875929750461964,1.0-2.0%,0.98-1.00,2025-09-02→2025-09-03
2025-09-02,2025-09-03,C,6370.0,0.0191780821917808,98.85550867759169,0.7413280347197351,93.35000000000672,0.7140188004378223,6415.54,6448.26,0.0520547945205479,147.6094661617008,175.9596348807272,17.49374670397008,18.387304849674276,0.9891457941893508,1.0-2.0%,0.98-1.00,2025-09-02→2025-09-03
2025-09-02,2025-09-03,P,6370.0,0.0191780821917808,29.219917131059304,-0.2586719652802003,23.50000000000682,-0.2899879701125539,6415.54,6448.26,0.0520547945205479,57.037316961356,31.102054187994327,29.413746703968226,30.43840638208284,0.9891457941893508,1.0-2.0%,0.98-1.00,2025-09-02→2025-09-03
2025-09-02,2025-09-03,C,6375.0,0.0191780821917808,95.7657306663658,0.7256691078277092,89.49999999999909,0.7018031525188557,6415.54,6448.26,0.0164383561643835,90.04170998254584,108.34501731829732,-20.043893208122828,-19.262999150417134,0.989922203760928,1.0-2.0%,0.98-1.00,2025-09-02→2025-09-03
2025-09-02,2025-09-03,P,6375.0,0.0191780821917808,31.11122578267097,-0.2743308921722119,24.650000000000773,-0.3021915067581165,6415.54,6448.26,0.0164383561643835,12.337019870172186,14.142588964140714,-0.1238932081251551,0.7877061011256519,0.989922203760928,1.0-2.0%,0.98-1.00,2025-09-02→2025-09-03
2025-09-02,2025-09-03,C,6380.0,0.0191780821917808,92.896698678345,0.7101728413115982,85.6999997825369,0.6891862701597595,6415.54,6448.26,0.0164383561643835,86.23552860177072,104.15669562843232,-19.88685536771568,-19.20017475962751,0.9906986133325052,1.0-2.0%,0.98-1.00,2025-09-02→2025-09-03
2025-09-02,2025-09-03,P,6380.0,0.0191780821917808,33.223280457486,-0.2898271586883461,25.79999978253636,-0.3146107601759503,6415.54,6448.26,0.0164383561643835,13.5273524579327,14.915888865457646,0.1831446322827581,0.9940640729571744,0.9906986133325052,1.0-2.0%,0.98-1.00,2025-09-02→2025-09-03
