T,F,q
0.005479452054794521,6613.25,0.05601151494655458
0.00821917808219178,6614.05,0.022623972707786568
0.010958904109589041,6619.35,-0.05612359570425731
0.019178082191780823,6616.7,-0.01119150080745008
0.021917808219178082,6617.4,-0.014619109783892359
0.024657534246575342,6618.2,-0.017897367003099924
0.0273972602739726,6618.75,-0.019140806376064908
0.030136986301369864,6620.6,-0.026674052988323097
0.038356164383561646,6621.25,-0.023517710325208642
0.0410958904109589,6621.3,-0.02213361408560278
0.043835616438356165,6623.2,-0.02729543294323178
0.04657534246575343,6623.85,-0.027796836631602543
