cp,K,T,F,df,mid,iv,expiry
C,6460.0,0.005479452054794521,6533.1,1.0,80.15,0.16005203144766303,2025-09-12
P,6460.0,0.005479452054794521,6533.1,1.0,7.050000000000001,0.16005203144766372,2025-09-12
C,6465.0,0.005479452054794521,6533.1,1.0,75.9,0.15884866291527353,2025-09-12
P,6465.0,0.005479452054794521,6533.1,1.0,7.6,0.15729246323740406,2025-09-12
C,6470.0,0.005479452054794521,6533.1,1.0,71.25,0.1541489202416146,2025-09-12
P,6470.0,0.005479452054794521,6533.1,1.0,8.2,0.15452251759774582,2025-09-12
C,6475.0,0.005479452054794521,6533.1,1.0,65.85,0.14370847772000817,2025-09-12
P,6475.0,0.005479452054794521,6533.1,1.0,8.85,0.1517062425216008,2025-09-12
C,6480.0,0.005479452054794521,6533.1,1.0,62.650000000000006,0.14881016172760114,2025-09-12
P,6480.0,0.005479452054794521,6533.1,1.0,9.600000000000001,0.14915235277498987,2025-09-12
C,6485.0,0.005479452054794521,6533.1,1.0,57.400000000000006,0.1391517719005103,2025-09-12
P,6485.0,0.005479452054794521,6533.1,1.0,10.399999999999999,0.14645947309250884,2025-09-12
C,6490.0,0.005479452054794521,6533.1,1.0,54.4,0.1439159601926303,2025-09-12
P,6490.0,0.005479452054794521,6533.1,1.0,11.3,0.143915960192628,2025-09-12
C,6495.0,0.005479452054794521,6533.1,1.0,50.4,0.14146010400042133,2025-09-12
P,6495.0,0.005479452054794521,6533.1,1.0,12.25,0.14115619580937566,2025-09-12
C,6500.0,0.005479452054794521,6533.1,1.0,47.25,0.1434219587282706,2025-09-12
P,6500.0,0.005479452054794521,6533.1,1.0,13.35,0.13874264796780536,2025-09-12
C,6505.0,0.005479452054794521,6533.1,1.0,42.55,0.13573952993168575,2025-09-12
P,6505.0,0.005479452054794521,6533.1,1.0,14.45,0.1357395299316822,2025-09-12
C,6510.0,0.005479452054794521,6533.1,1.0,38.85,0.13325343544466833,2025-09-12
P,6510.0,0.005479452054794521,6533.1,1.0,15.75,0.1332534354446646,2025-09-12
C,6515.0,0.005479452054794521,6533.1,1.0,35.25,0.13065083217391957,2025-09-12
P,6515.0,0.005479452054794521,6533.1,1.0,17.15,0.13065083217391985,2025-09-12
C,6520.0,0.005479452054794521,6533.1,1.0,31.75,0.12788552773003548,2025-09-12
P,6520.0,0.005479452054794521,6533.1,1.0,18.65,0.1278855277300391,2025-09-12
C,6525.0,0.005479452054794521,6533.1,1.0,28.4,0.12517051082056913,2025-09-12
P,6525.0,0.005479452054794521,6533.1,1.0,20.35,0.1254321670323634,2025-09-12
C,6530.0,0.005479452054794521,6533.1,1.0,25.3,0.12296467413288474,2025-09-12
P,6530.0,0.005479452054794521,6533.1,1.0,22.2,0.12296467413288974,2025-09-12
C,6535.0,0.005479452054794521,6533.1,1.0,22.35,0.12068861910399696,2025-09-12
P,6535.0,0.005479452054794521,6533.1,1.0,24.25,0.12068861910400067,2025-09-12
C,6540.0,0.005479452054794521,6533.1,1.0,19.6,0.11855458823365563,2025-09-12
P,6540.0,0.005479452054794521,6533.1,1.0,26.5,0.11855458823365865,2025-09-12
C,6545.0,0.005479452054794521,6533.1,1.0,17.049999999999997,0.11652270759080217,2025-09-12
P,6545.0,0.005479452054794521,6533.1,1.0,28.95,0.11652270759080541,2025-09-12
C,6550.0,0.005479452054794521,6533.1,1.0,14.7,0.1145621068420246,2025-09-12
P,6550.0,0.005479452054794521,6533.1,1.0,31.55,0.11429095276521802,2025-09-12
C,6555.0,0.005479452054794521,6533.1,1.0,12.600000000000001,0.11293134026752989,2025-09-12
P,6555.0,0.005479452054794521,6533.1,1.0,34.45,0.11265096729141183,2025-09-12
C,6560.0,0.005479452054794521,6533.1,1.0,10.7,0.11136349362586481,2025-09-12
P,6560.0,0.005479452054794521,6533.1,1.0,37.55,0.11107055357526166,2025-09-12
C,6565.0,0.005479452054794521,6533.1,1.0,9.0,0.1098711805122603,2025-09-12
P,6565.0,0.005479452054794521,6533.1,1.0,40.849999999999994,0.10956170455404343,2025-09-12
C,6570.0,0.005479452054794521,6533.1,1.0,7.5,0.108487123813166,2025-09-12
P,6570.0,0.005479452054794521,6533.1,1.0,44.349999999999994,0.10815637902587566,2025-09-12
C,6575.0,0.005479452054794521,6533.1,1.0,6.25,0.10762981118158732,2025-09-12
P,6575.0,0.005479452054794521,6533.1,1.0,48.05,0.10691536522902352,2025-09-12
C,6580.0,0.005479452054794521,6533.1,1.0,5.15,0.10672280331885052,2025-09-12
P,6580.0,0.005479452054794521,6533.1,1.0,51.95,0.10594226091015847,2025-09-12
C,6585.0,0.005479452054794521,6533.1,1.0,4.25,0.10626356045058988,2025-09-12
P,6585.0,0.005479452054794521,6533.1,1.0,56.0,0.1049710935618087,2025-09-12
C,6590.0,0.005479452054794521,6533.1,1.0,3.45,0.10555424668471117,2025-09-12
P,6590.0,0.005479452054794521,6533.1,1.0,60.15,0.10362135898253465,2025-09-12
C,6595.0,0.005479452054794521,6533.1,1.0,2.75,0.10462109640122293,2025-09-12
P,6595.0,0.005479452054794521,6533.1,1.0,64.5,0.10297766455179462,2025-09-12
C,6600.0,0.005479452054794521,6533.1,1.0,2.2249999999999996,0.10443981491145302,2025-09-12
P,6600.0,0.005479452054794521,6533.1,1.0,69.05000000000001,0.10351096297160381,2025-09-12
C,6605.0,0.005479452054794521,6533.1,1.0,1.725,0.10339881776701008,2025-09-12
P,6605.0,0.005479452054794521,6533.1,1.0,73.1,0.0951929754969853,2025-09-12
C,6460.0,0.0136986301369863,6532.45,1.0,84.69999999999999,0.1252080925021686,2025-09-15
P,6460.0,0.0136986301369863,6532.45,1.0,10.45,0.1171207901900654,2025-09-15
C,6465.0,0.0136986301369863,6532.45,1.0,78.65,0.11561918921979175,2025-09-15
P,6465.0,0.0136986301369863,6532.45,1.0,11.15,0.11539793254499331,2025-09-15
C,6470.0,0.0136986301369863,6532.45,1.0,74.44999999999999,0.11408353813313662,2025-09-15
P,6470.0,0.0136986301369863,6532.45,1.0,11.899999999999999,0.11365638934667266,2025-09-15
C,6475.0,0.0136986301369863,6532.45,1.0,70.15,0.11187968106174374,2025-09-15
P,6475.0,0.0136986301369863,6532.45,1.0,12.7,0.11187968106174696,2025-09-15
C,6480.0,0.0136986301369863,6532.45,1.0,66.05000000000001,0.11025218726170485,2025-09-15
P,6480.0,0.0136986301369863,6532.45,1.0,13.600000000000001,0.11025218726170273,2025-09-15
C,6485.0,0.0136986301369863,6532.45,1.0,62.15,0.10912778388315675,2025-09-15
P,6485.0,0.0136986301369863,6532.45,1.0,14.5,0.10835234508990367,2025-09-15
C,6490.0,0.0136986301369863,6532.45,1.0,58.15,0.1073135870992658,2025-09-15
P,6490.0,0.0136986301369863,6532.45,1.0,15.55,0.10674864180479354,2025-09-15
C,6495.0,0.0136986301369863,6532.45,1.0,54.099999999999994,0.10502849752451443,2025-09-15
P,6495.0,0.0136986301369863,6532.45,1.0,16.65,0.10502849752451526,2025-09-15
C,6500.0,0.0136986301369863,6532.45,1.0,50.3,0.10335782318267797,2025-09-15
P,6500.0,0.0136986301369863,6532.45,1.0,17.9,0.1035366651698935,2025-09-15
C,6505.0,0.0136986301369863,6532.45,1.0,46.599999999999994,0.10171051529728828,2025-09-15
P,6505.0,0.0136986301369863,6532.45,1.0,19.15,0.1017105152972905,2025-09-15
C,6510.0,0.0136986301369863,6532.45,1.0,43.0,0.10006205302891985,2025-09-15
P,6510.0,0.0136986301369863,6532.45,1.0,20.6,0.10023350073217886,2025-09-15
C,6515.0,0.0136986301369863,6532.45,1.0,39.55,0.09855760616954216,2025-09-15
P,6515.0,0.0136986301369863,6532.45,1.0,22.1,0.0985576061695402,2025-09-15
C,6520.0,0.0136986301369863,6532.45,1.0,36.15,0.09683472692919498,2025-09-15
P,6520.0,0.0136986301369863,6532.45,1.0,23.7,0.09683472692919644,2025-09-15
C,6525.0,0.0136986301369863,6532.45,1.0,32.900000000000006,0.09520655702264195,2025-09-15
P,6525.0,0.0136986301369863,6532.45,1.0,25.5,0.09537143895644118,2025-09-15
C,6530.0,0.0136986301369863,6532.45,1.0,29.85,0.09381040782344642,2025-09-15
P,6530.0,0.0136986301369863,6532.45,1.0,27.4,0.09381040782344602,2025-09-15
C,6535.0,0.0136986301369863,6532.45,1.0,26.9,0.09229394411778835,2025-09-15
P,6535.0,0.0136986301369863,6532.45,1.0,29.5,0.09245794639712955,2025-09-15
C,6540.0,0.0136986301369863,6532.45,1.0,24.1,0.0908000374172995,2025-09-15
P,6540.0,0.0136986301369863,6532.45,1.0,31.65,0.09080003741729613,2025-09-15
C,6545.0,0.0136986301369863,6532.45,1.0,21.55,0.08964135440579747,2025-09-15
